ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TS,TEMP,TUR,E-coli,Coliform,NO3,Cl,PO4,As,Hg,Cd,Cr,Pb,Zn,Ca,Fe,K,Mg,Na
284,3.041,101.773133,LANGAT,6/6/2014,2014,III,0.507,0.326,0.241,0.038,0.557,0.167,0.00319,0.002,0.002,0.00629,0.329,0.157,0.00103,2.04E-05,0.007,0.00037,0.03714,0.04043,0.01593,0.0124,0.00166,0.04639,0.09543,0.00318,0.159,0.006,0.00026,0.000969758
285,2.888283,101.8289,PAJAM,4/6/2014,2014,III,0.517,0.109,0.08,0.007,0.562,0.167,0.00467,0.004,0.003,0.0039,0.472,0.034,0.00015,1.28E-06,0.031,0.00081,0.03286,0.03194,0.01593,0.0124,0.00166,0.04639,0.07984,0.00428,0.339,0.012,0.0005,0.00135474
286,2.801816,101.791466,BATANG NILAI,4/6/2014,2014,III,0.513,0.13,0.154,0.003,0.589,0.264,0.00512,0.004,0.004,0.00454,0.634,0.018,0.00117,1.13E-05,0.007,0.00094,0.04657,0.03875,0.01593,0.0124,0.00166,0.04639,0.08869,0.00292,0.107,0.009,0.00033,0.002641593
287,2.864966,101.437483,LANGAT,4/7/2014,2014,II,0.432,0.196,0.149,0.015,0.5,0.001,0.78721,0.767,0.823,0.82332,0.721,0.062,0.00001,5.53E-08,0.001,0.88147,0.01029,0.01759,0.01593,0.0124,0.00166,0.04639,0.00603,0.07435,0,1,1,0.837034291
288,2.81525,101.512116,LANGAT,4/7/2014,2014,III,0.263,0.196,0.161,0.013,0.598,0,0.00759,0.006,0.007,0.00827,0.587,0.058,0.00001,9.36E-07,0.042,0.00204,0.01457,0.01001,0.01593,0.0124,0.00166,0.04639,0.00603,0.0074,0.049,0.017,0.00122,0.003312848
289,2.855566,101.681266,LANGAT,4/7/2014,2014,III,0.472,0.174,0.144,0.012,0.612,0.147,0.00473,0.004,0.004,0.00458,0.637,0.055,0.00012,2.04E-06,0.012,0.00085,0.02086,0.02775,0.01593,0.0124,0.00166,0.04639,0.00804,0.00534,0.02,0.01,0.00041,0.001725592
290,2.992033,101.7858,LANGAT,4/7/2014,2014,IV,0.241,0.348,0.293,0.01,0.548,0.264,0.00579,0.004,0.006,0.00646,0.393,0.048,0.00055,1.13E-05,0.01,0.00198,0.05,0.03661,0.01593,0.0124,0.00166,0.04639,0.01333,0.00686,0.114,0.019,0.00294,0.008396905
291,3.1674,101.850566,LANGAT,4/7/2014,2014,II,0.739,0.109,0.076,0,0.621,0.004,0.00111,0.001,0,0.00019,0.267,0.003,0.00007,1.87E-06,0.006,0.00003,0.02057,0.01432,0.01593,0.0124,0.00166,0.04639,0.01039,0.00124,0.125,0.004,0.0003,0.00061472
292,2.892483,101.0836,SEMENYIH,7/7/2014,2014,III,0.382,0.174,0.149,0.012,0.635,0.059,0.0035,0.002,0.003,0.00367,0.475,0.055,0.00007,6.38E-07,0.014,0.00198,0.04029,0.02222,0.01593,0.0124,0.00166,0.04639,0.00603,0.00297,0.183,0.01,0.00064,0.002088132
293,3.008816,101.868916,SEMENYIH,4/7/2014,2014,II,0.54,0.174,0.143,0.015,0.586,0.001,0.00121,0.001,0,0.00187,0.36,0.065,0.0001,1.28E-06,0.013,0.00012,0.01771,0.05845,0.01593,0.0124,0.00166,0.04639,0.0134,0.00087,0.269,0.006,0.00023,0.000594172
294,3.173766,101.86925,LUI,4/7/2014,2014,II,0.663,0.065,0.061,0.001,0.596,0.003,0.00103,0.001,0,0.00017,0.232,0.005,0.00022,1.34E-06,0.003,0,0.01829,0.00504,0.01593,0.0124,0.00166,0.04639,0.00521,0.001,0.15,0.004,0.0003,0.000515812
295,3.041,101.773133,LANGAT,4/7/2014,2014,III,0.455,0.37,0.298,0.009,0.564,0.261,0.0059,0.004,0.006,0.00646,0.371,0.044,0.00052,0.000146809,0.009,0.0021,0.04371,0.04831,0.1435,0.0124,0.00166,0.04639,0.01297,0.00649,0.103,0.011,0.00044,0.00202979
296,3.111283,101.816816,LANGAT,4/7/2014,2014,II,0.669,0.087,0.071,0.001,0.641,0.017,0.00129,0.001,0,0.00036,0.273,0.008,0.00021,2.98E-06,0.006,0.00011,0.02086,0.01887,0.03386,0.0124,0.00166,0.04639,0.00603,0.00118,0.125,0.005,0.00025,0.000611406
297,2.888283,101.8289,PAJAM,4/7/2014,2014,III,0.518,0.196,0.131,0.009,0.562,0.063,0.00543,0.004,0.005,0.00596,0.485,0.042,0.00021,1.60E-06,0.033,0.00116,0.02543,0.01364,0.01593,0.0124,0.00166,0.04639,0.00644,0.00566,0.206,0.017,0.00052,0.002035983
298,2.801816,101.791466,BATANG NILAI,4/7/2014,2014,III,0.676,0.283,0.205,0.006,0.614,0.47,0.01071,0.008,0.01,0.01061,0.673,0.027,0.00057,3.55E-06,0.01,0.00214,0.10629,0.08126,0.01593,0.0124,0.00166,0.04639,0.00652,0.00438,0.035,0.017,0.00046,0.008076766
299,2.777683,101.751983,JIJAN,4/7/2014,2014,II,0.508,0.13,0.09,0.009,0.66,0.09,0.00316,0.002,0.002,0.00268,0.696,0.036,0.00016,0.000002766,0.015,0.00039,0.03686,0.00336,0.01593,0.0124,0.00166,0.04639,0.00603,0.00214,0.151,0.011,0.00036,0.001254749
300,2.787183,101.750766,BATANG LABU,7/7/2014,2014,III,0.38,0.239,0.192,0.012,0.674,0.121,0.01087,0.008,0.012,0.01279,0.762,0.054,0.00001,7.02E-07,0.01,0.018,0.04371,0.01673,0.01593,0.0124,0.00166,0.04639,0.00603,0.00458,0.087,0.024,0.00543,0.017316773
301,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.291,0.087,0.075,0.014,0.642,0.073,0.00821,0.006,0.008,0.00884,0.632,0.068,0.00001,1.38E-05,0.037,0.00238,0.012,0.02174,0.01593,0.0124,0.00166,0.04639,0.03716,0.00741,0.002,0.017,0.00148,0.004387861
302,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.422,0.152,0.112,0.011,0.623,0.393,0.00725,0.005,0.007,0.00765,0.694,0.052,0.00003,6.60E-07,0.006,0.00138,0.03629,0.0897,0.01593,0.0124,0.00166,0.04639,0.02205,0.007,0.004,0.014,0.0006,0.003306521
303,2.992033,101.7858,LANGAT,7/8/2014,2014,III,0.252,0.239,0.164,0.014,0.506,0.288,0.00657,0.005,0.006,0.00736,0.459,0.063,0.00241,0.000259575,0,0.00103,0.04057,0.09147,0.01593,0.0124,0.00166,0.04639,0.04571,0.00727,0.045,0.011,0.00049,0.002567019
304,3.041,101.773133,LANGAT,7/8/2014,2014,III,0.417,0.413,0.325,0.015,0.539,0.286,0.00655,0.005,0.006,0.00753,0.427,0.066,0.01,0.001638298,0,0.00104,0.03971,0.08852,0.07892,0.0124,0.00166,0.04639,0.02663,0.00752,0.048,0.012,0.00052,0.002627496
305,2.888283,101.8289,PAJAM,7/8/2014,2014,III,0.447,0.391,0.278,0.017,0.596,0.093,0.00582,0.004,0.005,0.00687,0.614,0.077,0.00002,8.51E-06,0.031,0.00111,0.02771,0.03569,0.01593,0.0124,0.00166,0.04639,0.02925,0.00612,0.156,0.018,0.00051,0.002146185
306,2.801816,101.791466,BATANG NILAI,7/8/2014,2014,III,0.415,0.196,0.143,0.006,0.598,0.337,0.0065,0.005,0.006,0.00666,0.719,0.03,0.00184,0.000459575,0.001,0.00134,0.05057,0.04484,0.01593,0.0124,0.00166,0.04639,0.03501,0.00447,0.073,0.013,0.00042,0.003654442
307,2.864966,101.437483,LANGAT,7/9/2014,2014,III,0.383,0.152,0.207,0.006,0.552,0.014,0.87675,0.866,0.806,0.80588,0.383,0.03,0,0.000002766,0,0.82962,0.01057,0.02043,0.01593,0.0124,0.00166,0.04639,0.0063,0.07878,0.004,0.562,0.27497,0.777774033
308,2.81525,101.512116,LANGAT,7/9/2014,2014,III,0.335,0.152,0.198,0.015,0.554,0.101,0.00821,0.006,0.008,0.00921,0.335,0.064,0.00001,6.81E-07,0.022,0.00167,0.01029,0.00683,0.01593,0.0124,0.00166,0.04639,0.00932,0.00595,0.04,0.016,0.00178,0.003187665
309,2.855566,101.681266,LANGAT,7/9/2014,2014,III,0.473,0.152,0.17,0.004,0.561,0.199,0.00699,0.005,0.01,0.01045,0.294,0.02,0.00001,8.51E-07,0.005,0.01037,0.02086,0.04342,0.01593,0.0124,0.00166,0.04639,0.00603,0.00473,0.018,0.015,0.00346,0.01198335
310,3.041,101.773133,LANGAT,4/9/2014,2014,IV,0.338,0.391,0.457,0.012,0.598,0.193,0.00426,0.003,0.006,0.00732,0.342,0.054,0.00153,0.000114894,0,0.00131,0.04514,0.06165,0.01593,0.0124,0.00166,0.04639,0.00603,0.00911,0.13,0.011,0.00069,0.002561202
311,2.992033,101.7858,LANGAT,4/9/2014,2014,III,0.385,0.261,0.278,0.01,0.621,0.224,0.00681,0.005,0.006,0.00703,0.363,0.05,0.0021,0.000140426,0,0.00125,0.04371,0.08364,0.01593,0.0124,0.00166,0.04639,0.01159,0.00798,0.113,0.011,0.0006,0.002500567
312,2.888283,101.8289,PAJAM,4/9/2014,2014,III,0.56,0.739,0.678,0.017,0.664,0.153,0.01079,0.008,0.01,0.01127,0.489,0.077,0.00059,0.000003617,0.053,0.00132,0.12229,0.07081,0.01593,0.0124,0.00166,0.04639,0.01598,0.00713,0.02,0.038,0.00054,0.002564929
313,2.801816,101.791466,BATANG NILAI,7/9/2014,2014,III,0.572,0.196,0.278,0.001,0.669,0.497,0.01303,0.01,0.012,0.01139,0.38,0.007,0.00072,1.30E-05,0,0.0023,0.19143,0.10921,0.01593,0.0124,0.00166,0.04639,0.01601,0.00412,0.196,0.017,0.00065,0.010362236
314,2.81525,101.512116,LANGAT,10/10/2014,2014,III,0.462,0.152,0.167,0.028,0.518,0.105,0.0098,0.007,0.009,0.0118,0.487,0.123,0,3.83E-08,0.006,0.00107,0,0.00084,0.01593,0.0124,0.00166,0.04639,0.00603,0.00762,0.005,0.014,0.00343,0.002304887
315,2.855566,101.681266,LANGAT,10/10/2014,2014,III,0.473,0.13,0.143,0.011,0.582,0.138,0.00558,0.004,0.005,0.00621,0.437,0.049,0.00003,1.83E-06,0.009,0.00112,0.01886,0.04385,0.01593,0.0124,0.00166,0.04639,0.00603,0.0056,0.064,0.011,0.00062,0.002323768
316,2.992033,101.7858,LANGAT,10/10/2014,2014,III,0.317,0.217,0.228,0.011,0.605,0.137,0.00556,0.004,0.005,0.00613,0.531,0.05,0.00214,0.000168085,0,0.00086,0.00743,0.05466,0.01593,0.0124,0.00166,0.04639,0.00603,0.00698,0.057,0.01,0.00047,0.002104246
317,3.1674,101.850566,LANGAT,10/10/2014,2014,II,0.764,0.065,0.06,0.001,0.649,0.002,0.00108,0.001,0,0.0003,0.489,0.008,0.00003,1.98E-06,0.002,0.00006,0.00486,0.01262,0.01593,0.0124,0.00166,0.04639,0.00603,0.00096,0.034,0.004,0.00018,0.000575753
318,2.892483,101.0836,SEMENYIH,10/10/2014,2014,III,0.438,0.152,0.17,0.044,0.571,0.007,0.0035,0.002,0.003,0.00712,0.513,0.19,0.00006,1.87E-06,0.013,0.0009,0.02914,0.05543,0.01593,0.0124,0.00166,0.04639,0.021,0.00294,0.457,0.011,0.00044,0.001983957
319,3.008816,101.868916,SEMENYIH,10/10/2014,2014,II,0.611,0.152,0.125,0.021,0.621,0.007,0.00103,0.001,0,0.00248,0.623,0.091,0.00004,6.38E-07,0.003,0.00012,0.00257,0.06637,0.01593,0.0124,0.00166,0.04639,0.00874,0.00021,0.377,0.006,0.00007,0.000549832
320,3.173766,101.86925,LUI,10/10/2014,2014,II,0.669,0.065,0.059,0.003,0.614,0.002,0.00059,0,0,0.00039,0.369,0.014,0.00006,0.000001234,0.002,0.00004,0.00286,0.00743,0.01593,0.0124,0.00166,0.04639,0.00603,0.00088,0.165,0.004,0.00023,0.000471604
321,3.041,101.773133,LANGAT,10/10/2014,2014,III,0.491,0.174,0.207,0.012,0.587,0.126,0.00545,0.004,0.005,0.00617,0.484,0.054,0.00131,8.94E-05,0,0.00082,0.01114,0.07923,0.01593,0.0124,0.00166,0.04639,0.00603,0.00679,0.05,0.009,0.00045,0.0020519
322,3.111283,101.816816,LANGAT,10/10/2014,2014,II,0.692,0.065,0.056,0.007,0.713,0.007,0.00131,0.001,0.001,0.00107,0.473,0.03,0.00022,2.85E-06,0.003,0.00017,0.00429,0.01906,0.01593,0.0124,0.00166,0.04639,0.00603,0.00122,0.111,0.005,0.00017,0.000685088
323,2.888283,101.8289,PAJAM,9/10/2014,2014,III,0.478,0.109,0.145,0.016,0.577,0.483,0.00642,0.005,0.006,0.00765,0.462,0.068,0.00069,4.72E-06,0.016,0.00121,0.03229,0.0357,0.01593,0.0124,0.00166,0.04639,0.01331,0.00482,0.323,0.022,0.00051,0.002339234
324,2.801816,101.791466,BATANG NILAI,9/10/2014,2014,III,0.735,0.13,0.131,0.001,0.587,0.473,0.01087,0.008,0.01,0.00979,0.571,0.009,0.00914,0.014680851,0.006,0.00208,0.11857,0.08048,0.01593,0.0124,0.00166,0.04639,0.00603,0.0044,0.452,0.017,0.00048,0.008738851
325,2.777683,101.751983,JIJAN,9/10/2014,2014,II,0.562,0.087,0.073,0.003,0.463,0.065,0.00241,0.002,0.002,0.00165,0.409,0.017,0.00011,4.30E-06,0.004,0.00092,0.04743,0.00592,0.01593,0.0124,0.00166,0.04639,0.00961,0.00206,0.201,0.009,0.00032,0.000901682
326,2.787183,101.750766,BATANG LABU,10/10/2014,2014,III,0.455,0.087,0.112,0.007,0.55,0.088,0.00613,0.004,0.004,0.00465,0.514,0.032,0.00004,1.11E-06,0.005,0.01178,0.01057,0.0094,0.01593,0.0124,0.00166,0.04639,0.00603,0.00381,0.115,0.017,0.00403,0.014798212
327,2.864966,101.437483,LANGAT,3/11/2014,2014,II,0.355,0.065,0.057,0.001,0.562,0.072,0.00998,0.007,0.009,0.00901,0.512,0.005,0,1.49E-08,0.163,0.00148,0,0.00122,1,0.08778,0.00166,0.04639,0.20028,0.00605,0.031,0.014,0.00343,0.003216195
328,2.81525,101.512116,LANGAT,3/11/2014,2014,III,0.406,0.13,0.085,0.003,0.509,0.072,0.00858,0.007,0.008,0.0081,0.485,0.013,0,0.000000017,0.095,0.00082,0,0.00617,0.01593,0.0124,0.00166,0.04639,0.43964,0.00604,0.031,0.012,0.00277,0.001811105
329,2.855566,101.681266,LANGAT,3/11/2014,2014,III,0.492,0.13,0.109,0.014,0.444,0.089,0.00428,0.003,0.003,0.00432,0.558,0.063,0,1.04E-06,0.068,0.00056,0,0.01833,0.01593,0.0124,0.00166,0.04639,0.01957,0.00537,0.06,0.009,0.0005,0.001473573
330,2.992033,101.7858,LANGAT,3/11/2014,2014,III,0.449,0.13,0.112,0.013,0.619,0.129,0.0046,0.003,0.003,0.00457,0.533,0.059,0.0011,1.17E-05,0.067,0.00056,0.00257,0.027,0.01593,0.0124,0.00166,0.04639,0.01291,0.00601,0.042,0.009,0.00042,0.001555886
331,2.892483,101.0836,SEMENYIH,3/11/2014,2014,III,0.462,0.13,0.092,0.016,0.46,0.056,0.00298,0.002,0.002,0.00354,0.517,0.072,0.00004,8.30E-07,0.012,0.00042,0.00971,0.03948,0.01593,0.0124,0.00166,0.04639,0.03317,0.00308,0.3,0.01,0.00041,0.001176155
332,3.041,101.773133,LANGAT,3/11/2014,2014,III,0.429,0.13,0.134,0.015,0.609,0.127,0.00452,0.003,0.003,0.00466,0.52,0.063,0.00091,3.13E-05,0.067,0.00056,0.00229,0.02687,0.01593,0.0124,0.00166,0.04639,0.01953,0.00798,0.06,0.011,0.00059,0.002187081
333,2.888283,101.8289,PAJAM,3/11/2014,2014,III,0.55,0.13,0.12,0.031,0.587,0.119,0.0046,0.003,0.003,0.0065,0.659,0.133,0.00014,2.62E-07,0.252,0.00074,0.00429,0.01979,0.01593,0.0124,0.00166,0.04639,0.03016,0.00492,0.209,0.014,0.00051,0.001602686
334,2.801816,101.791466,BATANG NILAI,3/11/2014,2014,I,0.511,0.217,0.186,0.035,0.541,0.272,0.00756,0.006,0.007,0.00683,0.712,0.098,0.00088,4.15E-06,0.053,0.00229,0.02171,0.04563,0.01593,0.0124,0.00166,0.04639,0.0108,0.00584,0.045,0.015,0.00061,0.003987601
335,2.787183,101.750766,BATANG LABU,3/11/2014,2014,III,0.462,0.217,0.159,0.01,0.49,0.053,0.00358,0.002,0.002,0.00329,0.618,0.041,0.00172,0.002095703,0.01,0.00068,0.00429,0.01561,0.01593,0.0124,0.00325,0.04639,0.03382,0.00344,0.265,0.009,0.00044,0.001623398
336,2.81525,101.512116,LANGAT,4/12/2014,2014,III,0.324,0.13,0.087,0.009,0.062,0.104,0.00634,0.004,0.007,0.00744,0.288,0.038,0,7.66E-08,0.011,0.00074,0,0.01339,0.01593,0.0124,0.00166,0.04639,0.21674,0.00411,0.017,0.01,0.00207,0.001244692
337,2.855566,101.681266,LANGAT,4/12/2014,2014,III,0.525,0.13,0.1,0.027,0.513,0.069,0.00285,0.002,0.002,0.00481,0.247,0.119,0.00002,7.45E-07,0.015,0.00041,0,0.02473,0.01593,0.0124,0.00166,0.04639,0.00603,0.00324,0.126,0.006,0.00034,0.00090615
338,2.992033,101.7858,LANGAT,4/12/2014,2014,II,0.57,0.087,0.08,0.019,0.617,0.078,0.00243,0.002,0.002,0.0035,0.182,0.081,0.00172,0.002095703,0.017,0.00038,0.00457,0.01681,0.01593,0.0124,0.00166,0.04639,0.00603,0.00278,0.15,0.005,0.00031,0.000860232
339,3.041,101.773133,LANGAT,4/12/2014,2014,II,0.568,0.065,0.06,0.02,0.649,0.077,0.00256,0.002,0.002,0.00364,0.183,0.09,0.00016,1.47E-06,0.012,0.00027,0.00457,0.02435,0.01593,0.0124,0.00166,0.04639,0.00504,0.00275,0.15,0.005,0.00028,0.000766086
340,2.888283,101.8289,PAJAM,4/12/2014,2014,III,0.537,0.087,0.081,0.016,0.586,0.175,0.00402,0.003,0.003,0.00475,0.297,0.072,0.00004,1.32E-06,0.03,0.00071,0.03114,0.0122,0.01593,0.0124,0.00166,0.04639,0.00703,0.00423,0.246,0.011,0.0005,0.001239275
341,2.801816,101.791466,BATANG NILAI,4/12/2014,2014,III,0.452,0.174,0.216,0.013,0.586,0.059,0.00543,0.004,0.006,0.00707,0.307,0.057,0.00045,3.94E-06,0.04,0.00199,0.00229,0.01766,0.01593,0.0124,0.00166,0.04639,0.0101,0.00437,0.191,0.009,0.00042,0.002234536
342,2.864966,101.437483,LANGAT,7/1/2015,2015,III,0.525,0.196,0.19,0.042,0.397,0.084,0.28172,0.252,0.279,0.28336,0.122,0.18,0,1.43E-07,0.001,0.23032,0.00086,0.00844,0.01593,0.0124,0.00166,0.04639,0.24849,0.02751,0,0.208,0.09067,0.231098154
343,2.81525,101.512116,LANGAT,9/1/2015,2015,II,0.418,0.065,0.064,0.001,0.426,0.039,0.00431,0.003,0.003,0.003,0,0.009,0,5.53E-08,0.007,0.00039,0,0.00224,0.01593,0.0124,0.00166,0.04639,0.0393,0.00351,0.081,0.008,0.00144,0.000808557
344,2.855566,101.681266,LANGAT,7/1/2015,2015,III,0.6,0.13,0.113,0.017,0.575,0.081,0.00337,0.002,0.002,0.00387,0.207,0.075,0.00013,3.09E-06,0.01,0.00048,0.01286,0.02181,0.01593,0.0124,0.00166,0.04639,0.00603,0.0038,0.171,0.008,0.0004,0.000998343
345,2.992033,101.7858,LANGAT,7/1/2015,2015,II,0.714,0.152,0.119,0.01,0.644,0.097,0.00355,0.003,0.002,0.00329,0.11,0.046,0.00084,2.04E-05,0.007,0.00032,0.018,0.03597,0.01593,0.0124,0.05079,0.04639,0.01893,0.00392,0.158,0.008,0.00037,0.0010224
346,3.041,101.773133,LANGAT,7/1/2015,2015,II,0.719,0.065,0.063,0.01,0.637,0.101,0.0034,0.002,0.002,0.00323,0.09,0.045,0.00112,0.000110638,0.007,0.00031,0.016,0.03319,0.01593,0.0124,0.04763,0.04639,0.02027,0.00386,0.152,0.007,0.00035,0.001013137
347,2.888283,101.8289,PAJAM,7/1/2015,2015,II,0.834,0.043,0.035,0.025,0.678,0.111,0.00436,0.003,0.003,0.00564,0.221,0.108,0.00015,3.11E-06,0.021,0.00057,0.01686,0.02803,0.01593,0.0124,0.00166,0.04639,0.0244,0.00477,0.391,0.013,0.00049,0.001165795
348,2.801816,101.791466,BATANG NILAI,7/1/2015,2015,IV,0.792,0.63,0.581,0.045,0.662,0.246,0.00348,0.002,0.003,0.00758,0.034,0.194,0.00217,0.002574468,0,0.00049,0.03143,0.08421,0.01593,0.0124,0.00166,0.04639,0.01929,0.00254,0.568,0.007,0.00024,0.001495499
349,2.864966,101.437483,LANGAT,4/3/2015,2015,III,0.366,0.109,0.052,0.016,0.587,0.044,0.26027,0.231,0.267,0.26819,0.407,0.061,0.00001,2.83E-06,0.007,0.20439,0.00029,0.01017,0.01593,0.0124,0.00166,0.04639,0.0228,0.02461,0.018,0.185,0.0749,0.219246102
350,2.81525,101.512116,LANGAT,4/3/2015,2015,III,0.415,0.152,0.076,0.029,0.646,0.006,0.00733,0.005,0.008,0.01049,0.33,0.111,0.00003,9.57E-06,0.026,0.00152,0.00514,0.03129,0.01593,0.0124,0.00166,0.04639,0.05061,0.0064,0.149,0.013,0.00106,0.003270507
351,2.855566,101.681266,LANGAT,4/3/2015,2015,III,0.446,0.13,0.082,0.005,0.642,0.132,0.00517,0.004,0.004,0.00396,0.304,0.023,0.00004,2.26E-06,0.013,0.00095,0.00057,0.01863,0.01593,0.0124,0.00166,0.04639,0.02144,0.00489,0.005,0.009,0.00051,0.001962485
352,2.992033,101.7858,LANGAT,4/3/2015,2015,III,0.218,0.109,0.125,0.012,0.586,0.296,0.00579,0.004,0.007,0.00773,0.133,0.043,0.00098,7.66E-05,0.001,0.00108,0.02143,0.05472,0.01593,0.0124,0.01863,0.04639,0.00698,0.00584,0.013,0.01,0.00042,0.00247362
353,3.041,101.773133,LANGAT,4/3/2015,2015,IV,0.22,0.348,0.277,0.038,0.582,0.293,0.00574,0.004,0.006,0.01032,0.14,0.153,0.00052,9.79E-05,0.001,0.00087,0.01057,0.03639,0.01593,0.0124,0.01395,0.04639,0.01247,0.00563,0.028,0.01,0.0004,0.001901951
354,2.888283,101.8289,PAJAM,4/3/2015,2015,III,0.565,0.348,0.24,0.046,0.646,0.094,0.00608,0.004,0.006,0.01119,0.235,0.191,0.00004,1.83E-06,0.023,0.00103,0.00714,0.0173,0.01593,0.0124,0.00166,0.04639,0.01287,0.00542,0.073,0.014,0.00046,0.002184326
355,2.801816,101.791466,BATANG NILAI,4/3/2015,2015,III,0.463,0.413,0.313,0.001,0.658,0.507,0.01225,0.009,0.013,0.01312,0.351,0.011,0.00072,6.81E-06,0.001,0.00195,0.13143,0.09429,0.01593,0.0124,0.00166,0.04639,0.00989,0.00449,0.072,0.016,0.00049,0.007448266
356,2.855566,101.681266,LANGAT,5/4/2015,2015,III,0.285,0.174,0.216,0.021,0.57,0.084,0.00501,0.004,0.004,0.00572,0.553,0.085,0.00002,1.04E-06,0.01,0.00085,0.01657,0.01556,0.01593,0.0124,0.00166,0.04639,0.02956,0.00479,0.042,0.009,0.0007,0.001661278
357,2.855566,101.681266,LANGAT,5/4/2015,2015,III,0.358,0.13,0.125,0.001,0.55,0.085,0.00342,0.002,0.002,0.00226,0.603,0.01,0.00003,6.38E-07,0.005,0.00048,0.012,0.02219,0.01593,0.0124,0.00166,0.04639,0.01634,0.0036,0,0.005,0.00028,0.000992082
358,2.992033,101.7858,LANGAT,5/4/2015,2015,IV,0.191,0.348,0.362,0.009,0.578,0.14,0.00629,0.004,0.006,0.00637,0.601,0.032,0.00081,0.000112766,0,0.00077,0.01371,0.06813,0.01593,0.0124,0.00166,0.04639,0.01893,0.0049,0,0.008,0.00041,0.002022967
359,2.892483,101.0836,SEMENYIH,5/4/2015,2015,III,0.319,0.152,0.179,0.028,0.557,0.042,0.0034,0.002,0.002,0.00514,0.573,0.116,0.00004,2.34E-06,0.012,0.00058,0.02857,0.0514,0.01593,0.0124,0.00166,0.04639,0.03043,0.00253,0.179,0.008,0.00023,0.001420281
360,3.041,101.773133,LANGAT,5/4/2015,2015,IV,0.215,0.391,0.289,0.005,0.596,0.151,0.00634,0.005,0.006,0.00609,0.615,0.03,0.00069,0.000129787,0,0.00081,0.02229,0.07708,0.01593,0.0124,0.00166,0.04639,0.01308,0.00743,0,0.008,0.00041,0.001944915
361,2.888283,101.8289,PAJAM,5/4/2015,2015,III,0.451,0.196,0.198,0.017,0.641,0.077,0.00571,0.004,0.005,0.00674,0.786,0.069,0.00004,2.17E-06,0.037,0.00091,0.03114,0.03896,0.01593,0.0124,0.00166,0.04639,0.0169,0.00535,0.118,0.013,0.00041,0.001949164
362,2.801816,101.791466,BATANG NILAI,5/4/2015,2015,IV,0.286,0.913,1,0.051,0.628,0.274,0.00837,0.006,0.007,0.01291,0.566,0.211,0.01897,0.095744681,0,0.00227,0.03086,0.04684,0.01593,0.0124,0.00166,0.04639,0.02273,0.00358,0.004,0.01,0.00039,0.005736055
363,2.787183,101.750766,BATANG LABU,5/4/2015,2015,III,0.333,0.174,0.185,0.005,0.598,0.203,0.00582,0.004,0.005,0.00559,0.664,0.028,0.00069,7.02E-06,0.012,0.00171,0.02829,0.02534,0.01593,0.0124,0.00166,0.04639,0.01073,0.00323,0,0.009,0.00036,0.003215526
364,2.864966,101.437483,LANGAT,8/5/2015,2015,III,0.258,0.217,0.173,0.068,0.516,0.004,0.72503,0.701,0.819,0.82505,0.677,0.283,0,1.06E-07,0,0.61331,0.00657,0.01373,0.01593,0.0124,0.00166,0.04639,0.01229,0.06467,0.005,0.565,0.22921,0.703698711
365,2.81525,101.512116,LANGAT,8/5/2015,2015,III,0.326,0.152,0.082,0.027,0.589,0.097,0.0053,0.004,0.006,0.00831,0.574,0.11,0.00001,7.02E-07,0.018,0.00126,0.00714,0.02055,0.01593,0.0124,0.00166,0.04639,0.01392,0.00583,0.139,0.01,0.00119,0.00183843
366,2.855566,101.681266,LANGAT,8/5/2015,2015,III,0.481,0.109,0.082,0.025,0.601,0.124,0.00397,0.003,0.003,0.00531,0.584,0.104,0.00002,9.79E-07,0.011,0.00074,0.012,0.03611,0.01593,0.0124,0.00166,0.04639,0.01247,0.00509,0.115,0.007,0.00045,0.001190403
367,2.992033,101.7858,LANGAT,8/5/2015,2015,III,0.261,0.283,0.228,0.009,0.641,0.171,0.00571,0.004,0.006,0.00691,0.627,0.044,0.00122,2.26E-05,0.001,0.00094,0.01686,0.09629,0.01593,0.0124,0.00166,0.04639,0.01258,0.00844,0.081,0.008,0.00056,0.001725302
368,3.1674,101.850566,LANGAT,8/5/2015,2015,II,0.653,0.065,0.052,0.001,0.704,0.016,0.00085,0.001,0,0.00021,0.381,0.008,0.00002,9.57E-07,0.005,0.00006,0.00886,0.01369,0.01593,0.0124,0.00166,0.04639,0.01265,0.00039,0.137,0.003,0.00017,0.000342307
369,3.008816,101.868916,SEMENYIH,8/5/2015,2015,III,0.569,0.196,0.24,0.032,0.687,0.001,0.00118,0.001,0,0.00366,0.491,0.126,0.00034,0.329787234,0.006,0.00019,0.01314,0.08068,0.01593,0.0124,0.00166,0.04639,0.0243,0.00061,0.273,0.004,0.00011,0.000543036
370,3.173766,101.86925,LUI,8/5/2015,2015,I,0.653,0.065,0.04,0.001,0.683,0,0.001,0.001,0,0.00041,0.341,0.011,0.00007,2.89E-06,0.004,0.00008,0.008,0.01343,0.01593,0.0124,0.00166,0.04639,0.00603,0.00059,0.192,0.003,0.00024,0.000383409
