ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TS,TEMP,TUR,E-coli,Coliform,NO3,Cl,PO4,As,Hg,Cd,Cr,Pb,Zn,Ca,Fe,K,Mg,Na
473,3.041,101.773133,LANGAT,3/3/2016,2016,III,0.294,0.174,0.131,0.019,0.724,0.457,0.00655,0.005,0.006,0.00777,0.62,0.048,0.00001,1.28E-06,0.006,0.001,0.05257,0.07903,0.01593,0.0124,0.00166,0.04639,0.00603,0.00625,0,0.012,0.00056,0.00272112
474,2.888283,101.8289,PAJAM,3/3/2016,2016,II,0.614,0.152,0.112,0.001,0.601,0.1,0.00642,0.005,0.006,0.00563,0.963,0.013,0.00002,3.53E-06,0.03,0.00126,0.03229,0.02282,0.01593,0.0124,0.00166,0.04639,0.00603,0.00566,0,0.017,0.00056,0.003158313
475,2.801816,101.791466,BATANG NILAI,3/3/2016,2016,III,0.779,0.152,0.112,0.004,0.623,0.904,0.01126,0.009,0.01,0.00995,0.893,0.023,0.00017,2.34E-06,0,0.00203,0.15457,0.07547,0.01593,0.0124,0.00166,0.04639,0.00603,0.00397,0,0.016,0.00055,0.008284473
476,2.81525,101.512116,LANGAT,6/4/2016,2016,III,0.366,0.13,0.106,0.025,0.633,0.023,0.00553,0.004,0.005,0.00769,0.567,0.108,0.00004,1.19E-06,0.035,0.00115,0,0.02182,0.01593,0.0124,0.00166,0.04639,0.00678,0.00508,0.055,0.012,0.00058,0.001995478
477,2.855566,101.681266,LANGAT,6/4/2016,2016,II,0.532,0.109,0.094,0.013,0.623,0.015,0.00405,0.003,0.003,0.00415,0.647,0.064,0.00003,1.60E-06,0.025,0.00067,0,0.03459,0.01593,0.0124,0.00166,0.04639,0.00603,0.00425,0.055,0.009,0.00035,0.001315022
478,2.992033,101.7858,LANGAT,6/4/2016,2016,III,0.403,0.174,0.149,0.017,0.69,0.017,0.00465,0.003,0.003,0.00502,0.556,0.058,0.00007,3.45E-06,0.061,0.00074,0,0.0468,0.01593,0.0124,0.00166,0.04639,0.00603,0.00558,0.052,0.01,0.00042,0.001456951
479,2.892483,101.0836,SEMENYIH,6/4/2016,2016,II,0.489,0.109,0.119,0.026,0.605,0.015,0.00337,0.002,0.002,0.00502,0.619,0.104,0.0005,5.96E-06,0.017,0.00068,0,0.04047,0.01593,0.0124,0.00166,0.04639,0.00833,0.00252,0.195,0.01,0.00032,0.001585249
480,3.041,101.773133,LANGAT,6/4/2016,2016,III,0.398,0.13,0.094,0.017,0.681,0.018,0.00467,0.003,0.003,0.00506,0.554,0.054,0.00005,1.79E-06,0.057,0.00074,0,0.05087,0.01593,0.0124,0.00166,0.04639,0.00603,0.00549,0.06,0.01,0.00039,0.001474432
481,2.888283,101.8289,PAJAM,6/4/2016,2016,II,0.571,0.196,0.125,0.025,0.708,0.018,0.00499,0.004,0.004,0.00613,0.612,0.067,0.00167,3.19E-05,0.027,0.00105,0,0.02088,0.01593,0.0124,0.00166,0.04639,0.00603,0.00514,0.061,0.014,0.00047,0.001851772
482,2.801816,101.791466,BATANG NILAI,6/4/2016,2016,III,0.542,0.283,0.21,0.011,0.722,0.227,0.00457,0.003,0.003,0.00432,0.666,0.05,0.00007,2.81E-06,0.02,0.00082,0,0.03026,0.01593,0.0124,0.00166,0.04639,0.00603,0.00297,0.168,0.011,0.00032,0.002060516
483,2.787183,101.750766,BATANG LABU,6/4/2016,2016,III,0.458,0.239,0.198,0.015,0.587,0.016,0.00324,0.002,0.002,0.00366,0.742,0.064,0.00047,4.36E-06,0.023,0.00068,0,0.01977,0.01593,0.0124,0.00166,0.04639,0.00603,0.00254,0.14,0.01,0.00027,0.001088648
484,2.864966,101.437483,LANGAT,5/5/2016,2016,III,0.318,0.152,0.112,0.025,0.593,0.028,0.4553,0.421,0.576,0.57763,0.75,0.059,0.00001,9.79E-05,0.007,0.45107,0.00429,0.01723,0.01593,0.08536,0.00166,0.04639,0.03621,0.04122,0,0.244,0.14469,0.448879602
485,2.81525,101.512116,LANGAT,5/5/2016,2016,IV,0.178,0.348,0.277,0.091,0.596,0.037,0.00621,0.004,0.007,0.0169,0.667,0.231,0.00003,1.68E-06,0.011,0.00357,0.00543,0.02621,0.01593,0.0124,0.00166,0.04639,0.02792,0.00467,0.037,0.012,0.00192,0.004816711
486,2.855566,101.681266,LANGAT,5/5/2016,2016,III,0.407,0.196,0.125,0.025,0.625,0.036,0.00418,0.003,0.003,0.00572,0.641,0.107,0.00002,1.13E-06,0.012,0.00342,0.00629,0.02258,0.01593,0.0124,0.00166,0.04639,0.01667,0.00439,0.037,0.012,0.0017,0.004610781
487,2.992033,101.7858,LANGAT,5/5/2016,2016,III,0.361,0.326,0.258,0.045,0.63,0.096,0.00517,0.004,0.005,0.00991,0.659,0.099,0.00172,0.002095703,0,0.00073,0.02143,0.03252,0.01593,0.0124,0.00166,0.04639,0.01381,0.00578,0.021,0.009,0.0006,0.001624805
488,3.1674,101.850566,LANGAT,8/5/2016,2016,II,0.703,0.043,0.021,0.003,0.72,0.005,0.00118,0.001,0,0.00049,0.45,0.008,0.00008,3.53E-06,0,0.00005,0.00771,0.01855,0.03533,0.0124,0.00166,0.04639,0.00603,0.00059,0.247,0.005,0.0002,0.000427007
489,3.008816,101.868916,SEMENYIH,8/5/2016,2016,III,0.576,0.239,0.173,0.136,0.646,0.009,0.00137,0.001,0,0.01526,0.478,0.258,0.00007,7.66E-06,0.01,0.00009,0.01057,0.09322,0.01593,0.0124,0.00166,0.04639,0.0089,0.0005,0.379,0.007,0.00011,0.000430118
490,3.173766,101.86925,LUI,8/5/2016,2016,II,0.613,0.087,0.07,0.003,0.676,0.005,0.00134,0.001,0,0.00058,0.429,0.009,0.00008,2.21E-06,0,0.00005,0.00743,0.01886,0.01593,0.0124,0.00166,0.04639,0.00603,0.0006,0.248,0.005,0.0002,0.000432341
491,3.041,101.773133,LANGAT,5/5/2016,2016,III,0.318,0.413,0.277,0.028,0.623,0.021,0.00509,0.004,0.004,0.00658,0.662,0.109,0.0069,0.028297872,0,0.00068,0,0.03522,0.01593,0.0124,0.00166,0.04639,0.01518,0.00608,0.018,0.009,0.00051,0.001561693
492,3.111283,101.816816,LANGAT,8/5/2016,2016,II,0.612,0.174,0.137,0.012,0.729,0.018,0.00168,0.001,0.001,0.00177,0.411,0.053,0.0006,8.94E-06,0.001,0.00022,0.022,0.02815,0.01593,0.0124,0.00166,0.04639,0.00865,0.00082,0.237,0.006,0.00017,0.000660345
493,2.888283,101.8289,PAJAM,8/5/2016,2016,III,0.493,0.174,0.143,0.038,0.614,0.059,0.00405,0.003,0.003,0.00658,0.65,0.132,0.01069,0.000104255,0.007,0.00059,0.01171,0.01452,0.01593,0.0124,0.00166,0.04639,0.00902,0.0033,0.126,0.011,0.00043,0.001277985
494,2.801816,101.791466,BATANG NILAI,8/5/2016,2016,IV,0.423,0.674,0.404,0.035,0.671,0.123,0.00811,0.006,0.007,0.01098,0.721,0.081,0.00164,2.43E-05,0.001,0.00159,0.01286,0.04563,0.01593,0.0124,0.00166,0.04639,0.00609,0.00274,0.266,0.009,0.00032,0.005670799
495,2.777683,101.751983,JIJAN,8/5/2016,2016,III,0.415,0.109,0.082,0.027,0.642,0.033,0.00262,0.002,0.002,0.00428,0.81,0.058,0.00236,1.94E-05,0.006,0.00063,0.01171,0.01625,0.01593,0.0124,0.00166,0.04639,0.00642,0.00204,0.237,0.009,0.00029,0.000709827
496,02 48 922,101 30 800,LANGAT,8/6/2016,2016,IV,0.213,0.304,0.258,0.037,0.401,0.063,0.00582,0.004,0.006,0.00946,0.514,0.072,0,1.62E-07,0.006,0.00105,0.00114,0.00276,0.01593,0.0124,0.00166,0.04639,0.01113,0.0052,0.033,0.01,0.00142,0.001506285
497,02 51 267,101 40 877,LANGAT,8/6/2016,2016,III,0.427,0.196,0.119,0.16,0.584,0.018,0.00553,0.004,0.005,0.02287,0.635,0.071,0.00002,1.19E-06,0.01,0.001,0.00114,0.02302,0.01593,0.0124,0.00166,0.04639,0.00894,0.00596,0.001,0.009,0.00058,0.001700955
498,02 59 641,101 47 065,LANGAT,8/6/2016,2016,III,0.373,0.37,0.271,0.081,0.623,0.034,0.00381,0.003,0.003,0.01131,0.497,0.105,0.0009,1.26E-05,0.006,0.00009,0.006,0.02113,0.01593,0.0124,0.00166,0.04639,0.00603,0.00506,0.047,0.006,0.00031,0.000841681
499,2.892483,101.0836,SEMENYIH,8/6/2016,2016,III,0.385,0.13,0.112,0.093,0.552,0.001,0.00415,0.003,0.003,0.01287,0.476,0.067,0.00001,1.81E-07,0.003,0.00082,0.01143,0.03999,0.01593,0.0124,0.00166,0.04639,0.00973,0.00325,0.256,0.011,0.00039,0.002119628
500,3.041,101.773133,LANGAT,8/6/2016,2016,III,0.398,0.391,0.337,0.089,0.598,0.037,0.00379,0.003,0.003,0.01221,0.528,0.123,0.00041,0.000110638,0.008,0.00017,0.00171,0.01878,0.01593,0.0124,0.00166,0.04639,0.00603,0.00522,0.039,0.005,0.0003,0.000822569
501,2.877183,101.839816,PAJAM,8/6/2016,2016,II,0.507,0.304,0.191,0.015,0.633,0.001,0.00561,0.004,0.005,0.00691,0.668,0.016,0.00003,1.91E-06,0.002,0.00125,0.00514,0.03059,0.01593,0.0124,0.01541,0.04639,0.00603,0.00547,0.208,0.015,0.00051,0.001940662
502,2.801833,101.7915,BATANG NILAI,8/6/2016,2016,III,0.476,0.413,0.386,0.011,0.655,0.101,0.00874,0.007,0.009,0.0095,0.669,0.012,0.00041,3.51E-06,0.023,0.0017,0.04829,0.05543,0.01593,0.0124,0.00166,0.04639,0.00839,0.00401,0.084,0.011,0.00044,0.005831246
503,2.7869,101.70165,BATANG LABU,8/6/2016,2016,II,0.482,0.087,0.088,0.035,0.566,0.001,0.00436,0.003,0.003,0.00987,0.548,0.034,0,1.40E-07,0.002,0.00113,0.004,0.01065,0.01593,0.0124,0.00166,0.04639,0.00603,0.00341,0.172,0.009,0.00049,0.002109554
504,2.864966,101.437483,LANGAT,1/7/2016,2016,III,0.33,0.326,0.258,0.003,0.571,0.046,0.32807,0.295,0.329,0.32844,0.682,0.004,0.00001,2.47E-07,0.004,0.30514,0.02,0.00413,0.05636,0.08704,0.13452,0.04639,0.00978,0.03384,0,0.185,0.1015,0.315544021
505,2.81525,101.512116,LANGAT,1/7/2016,2016,III,0.408,0.326,0.234,0.017,0.664,0,0.01066,0.008,0.01,0.01193,0.658,0.027,0,4.04E-08,0.039,0.00747,0.01714,0.00508,0.03056,0.0124,0.03346,0.04639,0.00603,0.00675,0.014,0.019,0.00331,0.008685072
506,2.855566,101.681266,LANGAT,1/7/2016,2016,III,0.406,0.283,0.179,0.005,0.665,0,0.00683,0.005,0.007,0.00732,0.62,0.018,0,0.000000034,0.02,0.00139,0.02571,0.05369,0.03009,0.0124,0.02927,0.04639,0.00603,0.00537,0,0.011,0.00068,0.002599192
507,2.992033,101.7858,LANGAT,1/7/2016,2016,IV,0.252,0.5,0.435,0.006,0.635,0.129,0.00678,0.005,0.007,0.00757,0.716,0.035,0.00004,5.75E-07,0.001,0.0012,0.04286,0.09162,0.0347,0.0124,0.00893,0.04639,0.00603,0.00774,0.402,0.011,0.00061,0.002285853
508,3.041,101.773133,LANGAT,1/7/2016,2016,IV,0.464,0.435,0.465,0.008,0.648,0.137,0.00673,0.004,0.007,0.0079,0.62,0.032,0.00009,3.94E-07,0,0.00115,0.03714,0.07805,0.02726,0.0124,0.00695,0.04639,0.00603,0.00806,0.304,0.011,0.00063,0.002284224
509,2.888283,101.8289,PAJAM,1/7/2016,2016,II,0.564,0.326,0.246,0.003,0.671,0.004,0.00678,0.005,0.007,0.00728,0.704,0.011,0.00001,1.19E-07,0.031,0.00176,0.02,0.01449,0.02357,0.0124,0.01267,0.04639,0.00603,0.00531,0.042,0.017,0.00061,0.003169572
510,2.801816,101.791466,BATANG NILAI,1/7/2016,2016,III,0.568,0.348,0.198,0.003,0.669,0.036,0.00847,0.006,0.009,0.00892,0.757,0.009,0.00001,1.28E-07,0.067,0.00211,0.08,0.07158,0.04237,0.0124,0.04409,0.04639,0.00603,0.00307,0.014,0.014,0.00058,0.005441314
511,2.855566,101.681266,LANGAT,5/8/2016,2016,IV,0.132,0.196,0.204,0.029,0.621,0.154,0.00876,0.007,0.009,0.01217,0.536,0.063,0,6.81E-07,0.034,0.00274,0.00286,0.01952,0.04779,0.0124,0.00166,0.04639,0.06634,0.00613,0.115,0.018,0.00231,0.004323962
512,2.855566,101.681266,LANGAT,5/8/2016,2016,III,0.373,0.239,0.277,0.018,0.649,0.304,0.00657,0.005,0.006,0.00818,0.535,0.024,0.00004,5.75E-07,0.003,0.00119,0,0.03819,0.06372,0.0124,0.00166,0.04639,0.05428,0.00707,0.035,0.013,0.00065,0.002842455
513,2.992033,101.7858,LANGAT,5/8/2016,2016,IV,0.144,0.717,0.477,0.033,0.724,0.279,0.00725,0.005,0.007,0.01028,0.514,0.037,0.00172,2.62E-05,0.002,0.00126,0.03143,0.10356,0.01593,0.0124,0.00166,0.04639,0.06634,0.00866,0.194,0.013,0.00058,0.003035051
514,3.1674,101.850566,LANGAT,5/8/2016,2016,II,0.62,0.217,0.246,0.004,0.584,0.004,0.00116,0.001,0,0.00049,0.401,0.005,0.00036,3.53E-06,0.003,0,0,0.01952,0.01593,0.0124,0.00166,0.04639,0.05428,0.00103,0.347,0.005,0.00035,0.000472045
515,2.892483,101.0836,SEMENYIH,5/8/2016,2016,III,0.422,0.174,0.185,0.041,0.711,0.05,0.00449,0.003,0.003,0.00736,0.319,0.062,0.00011,0.000002383,0.014,0.00067,0.00571,0.06621,0.01593,0.0124,0.02246,0.04639,0.05428,0.00302,0.337,0.01,0.00038,0.003079496
516,3.008816,101.868916,SEMENYIH,5/8/2016,2016,III,0.576,0.152,0.228,0.071,0.717,0.023,0.00105,0.001,0,0.00781,0.52,0.082,0.00241,0.000004383,0.003,0.00008,0,0.06621,0.01593,0.0124,0.00166,0.04639,0.04222,0.00075,0.328,0.005,0.00019,0.00045723
517,3.173766,101.86925,LUI,5/8/2016,2016,II,0.667,0.13,0.167,0,0.692,0.003,0.00121,0.001,0,0.00016,0.285,0.001,0.00031,2.21E-06,0.001,0.00008,0.00571,0.01018,0.01593,0.0124,0.00166,0.04639,0.06634,0.00113,0.236,0.005,0.00031,0.000605381
518,3.041,101.773133,LANGAT,5/8/2016,2016,IV,0.386,0.5,0.471,0.017,0.681,0.281,0.0066,0.004,0.007,0.00855,0.477,0.031,0.00131,1.57E-05,0.001,0.00119,0.02857,0.09422,0.01593,0.0124,0.00166,0.04639,0.06634,0.00875,0.207,0.013,0.00058,0.003035051
519,3.111283,101.816816,LANGAT,5/8/2016,2016,II,0.668,0.087,0.106,0.003,0.664,0.006,0.00134,0.001,0,0.00058,0.406,0.006,0.00011,0.000002766,0.003,0.00008,0.00286,0.02885,0.01593,0.0124,0.00166,0.04639,0.05428,0.00119,0.309,0.005,0.00027,0.000605381
520,2.888283,101.8289,PAJAM,5/8/2016,2016,III,0.496,0.239,0.198,0.017,0.704,0.143,0.00759,0.006,0.007,0.00888,0.524,0.02,0.0003,8.72E-06,0.027,0.00178,0.00571,0.04753,0.01593,0.0124,0.00166,0.04639,0.05428,0.00752,0.341,0.019,0.00065,0.004101736
521,2.801816,101.791466,BATANG NILAI,5/8/2016,2016,III,0.44,0.109,0.143,0.007,0.632,0.719,0.0104,0.008,0.01,0.01024,0.483,0.008,0.00055,1.17E-05,0.013,0.00193,0.08571,0.09422,0.01593,0.0124,0.00166,0.04639,0.06634,0.00448,0.261,0.017,0.00054,0.007775872
522,2.777683,101.751983,JIJAN,5/8/2016,2016,II,0.61,0.109,0.125,0,0.684,0.081,0.00303,0.002,0.002,0.00165,0.433,0.009,0.00007,2.85E-06,0.008,0.00097,0.00286,0.01018,0.01593,0.0124,0.00166,0.04639,0.05428,0.00242,0.255,0.01,0.00042,0.001286874
523,2.7869,101.70165,BATANG LABU,18/8/2016,2016,III,0.687,0.174,0.198,0.054,0.598,0.235,0.00592,0.004,0.006,0.01127,0.696,0.069,0.00001,7.45E-07,0.006,0.00141,0.01143,0.04753,0.01593,0.0124,0.00166,0.04639,0.05428,0.00372,0.118,0.011,0.0005,0.003612839
524,2.864966,101.437483,LANGAT,2/9/2016,2016,III,0.21,0.152,0.155,0.08,0.623,0.185,0.0298,0.023,0.028,0.03603,0.586,0.069,0.00005,3.49E-07,0.024,0.02074,0.00857,0.02885,0.01593,0.0124,0.00166,0.04639,0.04222,0.00771,0.118,0.03,0.00788,0.023835402
525,2.81525,101.512116,LANGAT,8/9/2016,2016,III,0.304,0.261,0.198,0.029,0.621,0.178,0.013,0.01,0.012,0.01538,0.56,0.043,0.00001,1.57E-07,0,0.0066,0.01143,0.01952,0.01593,0.0124,0.00166,0.04639,0.05428,0.00625,0.038,0.018,0.00292,0.008175879
526,2.855566,101.681266,LANGAT,8/9/2016,2016,III,0.442,0.152,0.149,0.104,0.696,0.148,0.00428,0.003,0.011,0.0225,0.412,0.107,0.00002,1.40E-07,0.003,0.01023,0.02,0.03819,0.06372,0.0124,0.00166,0.04639,0.04222,0.01492,0.07,0.015,0.00546,0.011494453
527,2.992033,101.7858,LANGAT,2/9/2016,2016,III,0.5,0.37,0.258,0.11,0.703,0.05,0.00355,0.002,0.002,0.01411,0.311,0.119,0.00059,2.81E-05,0.009,0.00045,0.00571,0.02885,0.06372,0.0124,0.00166,0.04639,0.05428,0.00467,0.115,0.01,0.00035,0.001138723
528,3.041,101.773133,LANGAT,2/9/2016,2016,III,0.477,0.174,0.149,0.035,0.649,0.037,0.00361,0.002,0.002,0.02751,0.3,0.127,0.00021,4.60E-06,0.01,0.00045,0.00286,0.01952,0.11151,0.0124,0.00166,0.04639,0.05428,0.00486,0.083,0.01,0.00035,0.001138723
529,2.888283,101.8289,PAJAM,2/9/2016,2016,III,0.454,0.174,0.216,0.107,0.703,0.031,0.00376,0.003,0.002,0.01402,0.337,0.095,0.00279,0.000036383,0.012,0.00082,0.00286,0.02885,0.01593,0.0124,0.00166,0.04639,0.05428,0.00423,0.207,0.014,0.00046,0.001583175
530,2.801816,101.791466,BATANG NILAI,2/9/2016,2016,III,0.638,0.152,0.143,0.008,0.726,0.513,0.00907,0.007,0.008,0.00909,0.565,0.009,0.00039,0.000003383,0.014,0.00141,0.03714,0.05687,0.01593,0.0124,0.00166,0.04639,0.04222,0.00467,0.105,0.012,0.00042,0.007183269
531,2.81525,101.512116,LANGAT,6/10/2016,2016,IV,0.106,0.304,0.283,0.047,0.509,0.17,0.01116,0.008,0.01,0.01501,0.645,0.039,0.00002,3.23E-07,0.006,0.00311,0,0.01018,0.01593,0.0124,0.00166,0.04639,0.01809,0.0072,0.048,0.019,0.00292,0.005820283
532,2.855566,101.681266,LANGAT,6/10/2016,2016,III,0.31,0.174,0.161,0.029,0.564,0.304,0.00704,0.005,0.007,0.00971,0.595,0.017,0.0001,5.72E-07,0.007,0.00126,0.00857,0.05687,0.03186,0.0124,0.00166,0.04639,0.03016,0.00704,0.019,0.014,0.00069,0.003005421
533,2.992033,101.7858,LANGAT,6/10/2016,2016,IV,0.164,0.239,0.24,0.042,0.617,0.218,0.00715,0.005,0.007,0.01106,0.635,0.043,0.00274,2.70E-05,0,0.00111,0.02,0.10356,0.01593,0.0124,0.00166,0.04639,0.04222,0.0084,0.251,0.015,0.00065,0.002783195
534,2.892483,101.0836,SEMENYIH,6/10/2016,2016,III,0.465,0.152,0.131,0.083,0.623,0.047,0.00324,0.002,0.002,0.01098,0.43,0.082,0.0001,0.0000006,0.012,0.00052,0.01714,0.06621,0.01593,0.0124,0.02246,0.04639,0.03016,0.00236,0.271,0.009,0.00035,0.001879476
535,3.041,101.773133,LANGAT,6/10/2016,2016,III,0.395,0.109,0.119,0.07,0.633,0.162,0.00444,0.003,0.003,0.01061,0.688,0.054,0.00109,5.64E-06,0.006,0.00067,0.02286,0.06621,0.01593,0.0124,0.04326,0.04639,0.03016,0.00429,0.22,0.012,0.00054,0.001879476
536,2.888283,101.8289,PAJAM,6/10/2016,2016,III,0.365,0.109,0.1,0.012,0.637,0.197,0.00736,0.005,0.007,0.00802,0.689,0.008,0.00004,2.83E-06,0.008,0.00156,0.01429,0.05687,0.01593,0.0124,0.00166,0.04639,0.01809,0.00704,0.207,0.018,0.00058,0.003642469
537,2.801816,101.791466,BATANG NILAI,6/10/2016,2016,III,0.533,0.174,0.173,0.016,0.637,0.535,0.00918,0.007,0.009,0.0102,0.708,0.064,0.00064,5.28E-06,0,0.00185,0.07714,0.06621,0.01593,0.0124,0.00166,0.04639,0.01809,0.00419,0.064,0.016,0.0005,0.006561037
538,2.787183,101.750766,BATANG LABU,6/10/2016,2016,III,0.405,0.152,0.119,0.034,0.555,0.106,0.00397,0.003,0.003,0.00617,0.578,0.036,0,3.43E-07,0.005,0.00111,0.00286,0.01018,0.01593,0.0124,0.00166,0.04639,0.01809,0.00261,0.201,0.009,0.00042,0.002264668
539,2.864966,101.437483,LANGAT,4/11/2016,2016,III,0.366,0.239,0.246,0.09,0.442,0.032,0.61969,0.59,0.749,0.75756,0.534,0.062,0.00009,2.30E-05,0.002,0.61997,0,0.01018,0.01593,0.0124,0.00166,0.04639,0.05428,0.06201,0.029,0.414,0.22766,0.702217204
540,2.855566,101.681266,LANGAT,4/11/2016,2016,III,0.335,0.109,0.1,0.035,0.323,0.192,0.01985,0.015,0.021,0.02472,0.448,0.022,0,3.83E-08,0.012,0.01111,0,0.00084,0.04779,0.0124,0.00166,0.04639,0.06634,0.00619,0.054,0.019,0.00612,0.012101871
541,2.855566,101.681266,LANGAT,4/11/2016,2016,III,0.485,0.087,0.07,0.125,0.609,0.093,0.00423,0.036,0.004,0.01715,0.416,0.126,0.00004,3.70E-06,0.007,0.00111,0.02286,0.04753,0.01593,0.0124,0.00166,0.04639,0.04222,0.01176,0.124,0.009,0.00212,0.00264986
542,2.992033,101.7858,LANGAT,4/11/2016,2016,III,0.344,0.196,0.143,0.028,0.733,0.084,0.00519,0.004,0.004,0.00642,0.447,0.07,0.00453,4.15E-05,0.001,0.00067,0.00857,0.05687,0.01593,0.0124,0.00166,0.04639,0.05428,0.00578,0.089,0.008,0.00038,0.001523915
543,3.1674,101.850566,LANGAT,4/11/2016,2016,II,0.627,0.065,0.027,0.006,0.672,0.002,0.00118,0.001,0,0.00074,0.299,0.005,0.00003,4.77E-07,0.005,0,0.00571,0.01952,0.01593,0.0124,0.00166,0.04639,0.03016,0.00075,0.111,0.004,0.00019,0.00039797
544,3.008816,101.868916,SEMENYIH,8/11/2016,2016,II,0.671,0.087,0.07,0.057,0.711,0.029,0.0015,0.001,0.003,0.00921,0.492,0.042,0.00008,1.06E-06,0.008,0.00022,0.04857,0.07554,0.01593,0.0124,0.00166,0.04639,0.03016,0.00106,0.251,0.008,0.00027,0.000531305
545,3.173766,101.86925,LUI,4/11/2016,2016,II,0.646,0.043,0.027,0.005,0.711,0.004,0.00142,0.001,0,0.0007,0.276,0.009,0.00004,3.96E-07,0.003,0.00008,0.00286,0.01018,0.01593,0.0124,0.00166,0.04639,0.03016,0.00094,0.146,0.004,0.00027,0.00039797
546,3.041,101.773133,LANGAT,4/11/2016,2016,III,0.579,0.152,0.088,0.182,0.736,0.082,0.0034,0.002,0.002,0.02184,0.384,0.2,0.00014,3.53E-06,0.011,0.00037,0.01714,0.07554,0.01593,0.0124,0.00166,0.04639,0.04222,0.00796,0.226,0.007,0.00119,0.001494285
547,3.111283,101.816816,LANGAT,4/11/2016,2016,II,0.612,0.043,0.033,0.03,0.726,0.012,0.00163,0.001,0.001,0.00374,0.38,0.023,0.00004,0.000000483,0.005,0.00015,0.00857,0.02885,0.01593,0.0124,0.00166,0.04639,0.01809,0.00113,0.175,0.004,0.00019,0.00054612
548,2.888283,101.8289,PAJAM,4/11/2016,2016,III,0.289,0.152,0.125,0.004,0.685,0.188,0.01053,0.008,0.009,0.00942,0.486,0.005,0.00041,2.26E-06,0.027,0.00215,0,0.02885,0.01593,0.0124,0.00166,0.04639,0.03016,0.00888,0.025,0.023,0.00058,0.00379062
549,2.801816,101.791466,BATANG NILAI,4/11/2016,2016,III,0.575,0.196,0.149,0.003,0.653,0.504,0.01045,0.008,0.01,0.00975,0.585,0.008,0.00047,3.02E-06,0.003,0.002,0.08857,0.08488,0.01593,0.0124,0.00166,0.04639,0.03016,0.00344,0.054,0.013,0.00046,0.006768447
550,2.777683,101.751983,JIJAN,4/11/2016,2016,III,0.535,0.152,0.155,0.035,0.687,0.042,0.00282,0.002,0.002,0.00568,0.476,0.038,0.00044,2.68E-06,0.006,0.00082,0.02,0.01952,0.01593,0.0124,0.00166,0.04639,0.03016,0.00207,0.178,0.008,0.00035,0.000812792
551,2.855566,101.681266,LANGAT,9/12/2016,2016,III,0.327,0.152,0.198,0,0.41,0.127,0.00837,0.006,0.008,0.00757,0.589,0.002,0.00001,1.70E-07,0.009,0.00126,0,0.00084,0.01593,0.0124,0.00166,0.04639,0.09047,0.00549,0.013,0.014,0.00304,0.002501709
552,2.855566,101.681266,LANGAT,8/12/2016,2016,III,0.558,0.109,0.094,0.034,0.665,0.108,0.00454,0.003,0.003,0.00654,0.532,0.075,0.00004,0.000003234,0.003,0.00067,0,0.02885,0.01593,0.0124,0.00166,0.04639,0.03016,0.00467,0.029,0.009,0.0005,0.00168688
553,2.992033,101.7858,LANGAT,9/12/2016,2016,IV,0.243,0.37,0.264,0.075,0.678,0.074,0.00353,0.002,0.002,0.01057,0.334,0.061,0.00015,2.47E-05,0.003,0.00045,0.00857,0.02885,0.01593,0.0124,0.00166,0.04639,0.06634,0.0047,0.022,0.007,0.00031,0.001049833
554,3.041,101.773133,LANGAT,9/12/2016,2016,III,0.573,0.239,0.191,0.085,0.706,0.068,0.00337,0.002,0.002,0.01135,0.395,0.11,0.00011,1.62E-05,0.005,0.00052,0.01429,0.02885,0.01593,0.0124,0.00166,0.04639,0.04222,0.00325,0.038,0.007,0.00035,0.001049833
555,2.888283,101.8289,PAJAM,8/12/2016,2016,III,0.412,0.065,0.052,0.038,0.658,0.093,0.00853,0.007,0.003,0.0072,0.457,0.064,0.00078,2.26E-06,0.061,0.00104,0,0.01952,0.01593,0.0124,0.00166,0.04639,0.04222,0.00306,0.264,0.011,0.00062,0.001316504
556,2.801816,101.791466,BATANG NILAI,8/12/2016,2016,III,0.537,0.261,0.173,0.018,0.676,0.457,0.00816,0.006,0.008,0.0095,0.505,0.013,0.0006,2.06E-06,0.003,0.00148,0.04,0.06621,0.01593,0.0124,0.00166,0.04639,0.03016,0.00432,0.083,0.015,0.00058,0.005494352
557,2.875933,101.4519,LANGAT,4/1/2017,2017,III,0.389,0.152,0.112,0.049,0.552,0.034,0.5168,0.484,0.592,0.59671,0.551,0.022,0.00172,0.002095703,0.001,0.46441,0.00286,0.00084,0.01593,0.0124,0.00166,0.04639,0.05428,0.0522,0.003,0.32,0.16689,0.798515123
558,2.815383,101.51305,LANGAT,4/1/2017,2017,III,0.24,0.196,0.204,0.081,0.738,0.087,0.00699,0.005,0.01,0.0183,0.453,0.113,0.00006,2.64E-07,0.005,0.00734,0.00571,0.01952,0.03186,0.0124,0.00166,0.04639,0.04222,0.00492,0.057,0.016,0.00358,0.009316639
559,2.852083,101.67983,LANGAT,4/1/2017,2017,III,0.492,0.152,0.112,0.435,0.726,0.051,0.00309,0.007,0.002,0.05013,0.327,0.503,0.00002,0.000001234,0.005,0.00067,0.00857,0.06621,0.01593,0.0124,0.02246,0.04639,0.06634,0.00692,0.557,0.01,0.00081,0.001523915
