ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TEMP,TUR,E-coli,Coliform
734,2.855499,101.681547,LANGAT,3/4/2018,2018,III,0.434,0.152,0.167,0.053,0.538,0.215,0.00483,0.004,0.00255,0.68,0.07,0.00005,6.383E-07
735,2.892121,101.749958,SEMENYIH,3/4/2018,2018,III,0.566,0.13,0.149,0.036,0.6,0.033,0.0036,0.003,0.00198,0.621,0.041,0.00004,7.021E-07
736,2.8922,101.764339,BUAN,4/4/2018,2018,III,0.588,0.109,0.131,0.017,0.565,0.226,0.01296,0.01,0.01375,0.471,0.023,0.00003,1.4043E-06
737,2.7872,101.701531,BATANG LABU,4/4/2018,2018,III,0.463,0.13,0.112,0.036,0.589,0.099,0.00412,0.003,0.00235,0.545,0.074,0.00001,1.702E-07
738,2.777479,101.752031,JIJAN,4/4/2018,2018,III,0.673,0.196,0.185,0.031,0.506,0.07,0.00269,0.002,0.00185,0.594,0.063,0.00004,7.447E-07
739,2.78164,101.798345,BATANG LABU,4/4/2018,2018,II,0.621,0.13,0.161,0.022,0.607,0.004,0.00249,0.002,0.0014,0.734,0.044,0.00014,0.000001617
740,2.801874,101.791659,BATANG NILAI,4/4/2018,2018,III,0.564,0.109,0.1,0.019,0.629,0.18,0.00625,0.005,0.00688,0.715,0.014,0.00004,1.0638E-06
741,2.787198,101.751546,BATANG LABU,4/4/2018,2018,III,0.556,0.13,0.143,0.026,0.581,0.116,0.00382,0.003,0.00264,0.68,0.03,0.00009,1.5319E-06
742,2.814387,101.81132,BATANG NILAI,6/4/2018,2018,III,0.501,0.087,0.125,0.012,0.725,0.128,0.02043,0.016,0.02034,0.522,0.011,0.00045,2.9787E-06
743,2.861724,101.81654,PAJAM,6/4/2018,2018,IV,0.441,0.5,0.532,0.041,0.574,0.322,0.00788,0.006,0.00877,0.731,0.021,0.00121,0.00013617
744,2.848104,101.824531,BATANG BENAR,6/4/2018,2018,III,0.547,0.043,0.058,0.009,0.631,0.25,0.00689,0.005,0.00692,0.612,0.015,0.00033,0.000012766
745,2.888253,101.829003,BERANANG,6/4/2018,2018,II,0.622,0.043,0.046,0.03,0.62,0.034,0.00318,0.002,0.00198,0.716,0.041,0.00003,1.617E-07
746,2.877132,101.839741,PAJAM,6/4/2018,2018,II,0.521,0.043,0.064,0.036,0.604,0.058,0.0043,0.003,0.0028,0.803,0.042,0.0001,9.787E-07
747,2.91837,101.86272,RINCHING,6/4/2018,2018,II,0.533,0.065,0.064,0.041,0.529,0.053,0.00286,0.002,0.00202,0.752,0.047,0.00138,0.00002
748,2.946371,101.847649,SEMENYIH,6/4/2018,2018,II,0.574,0.043,0.046,0.033,0.537,0.034,0.00175,0.001,0.00078,0.569,0.04,0.00014,1.2766E-06
749,2.993079,101.785532,LANGAT,7/4/2018,2018,III,0.483,0.13,0.131,0.149,0.648,0.097,0.00387,0.003,0.00255,0.435,0.264,0.00021,2.4255E-06
750,2.994563,101.783654,BATANG LABU,7/4/2018,2018,III,0.453,0.13,0.137,0.131,0.59,0.092,0.00381,0.003,0.00255,0.435,0.161,0.00023,2.5532E-06
751,3.01511,101.767694,BALAK,7/4/2018,2018,III,0.329,0.152,0.179,0.009,0.603,0.408,0.00766,0.006,0.00787,0.691,0.018,0.00055,1.7021E-06
752,3.06859,101.786005,BATANG LABU,7/4/2018,2018,II,0.693,0.087,0.112,0.105,0.63,0.019,0.0019,0.001,0.00091,0.431,0.115,0.00011,1.0851E-06
753,3.047051,101.776908,LANGAT,7/4/2018,2018,III,0.56,0.087,0.106,0.094,0.596,0.069,0.00273,0.002,0.00161,0.467,0.124,0.00012,1.0426E-06
754,3.008812,101.868933,SEMENYIH,9/4/2018,2018,II,0.684,0.087,0.1,0.012,0.67,0.019,0.00108,0.001,0.00029,0.646,0.033,0.00006,1.6596E-06
755,3.173894,101.869146,RINCHING,9/4/2018,2018,II,0.71,0.065,0.07,0.004,0.655,0.001,0.00107,0.001,0.00025,0.508,0.003,0.00007,1.1277E-06
756,3.167259,101.850525,LANGAT,9/4/2018,2018,II,0.718,0.043,0.046,0.004,0.652,0.005,0.00099,0.001,0.00037,0.486,0.001,0.00003,0.000000766
757,3.111312,101.816819,LANGAT,10/4/2018,2018,II,0.745,0.043,0.064,0.004,0.698,0.007,0.00114,0.001,0.00062,0.367,0.007,0.00006,1.0638E-06
758,3.097682,101.805301,BATANG LABU,10/4/2018,2018,II,0.72,0.043,0.058,0.009,0.615,0.012,0.0013,0.001,0.00049,0.454,0.011,0.00008,1.2766E-06
759,3.067411,101.775484,BATANG LABU,10/4/2018,2018,III,0.468,0.239,0.277,0.016,0.595,0.416,0.00663,0.005,0.00688,0.684,0.015,0.0021,1.46809E-05
760,3.068323,101.771511,SERING,10/4/2018,2018,III,0.452,0.217,0.222,0.01,0.576,0.334,0.00535,0.004,0.00556,0.671,0.022,0.00103,2.46809E-05
761,3.040719,101.77367,LANGAT,10/4/2018,2018,III,0.602,0.087,0.112,0.016,0.582,0.175,0.00391,0.003,0.00255,0.585,0.042,0.00029,1.6809E-06
762,2.964141,101.783797,LANGAT,10/4/2018,2018,III,0.474,0.217,0.252,0.016,0.614,0.271,0.00658,0.005,0.00684,0.716,0.017,0.00006,8.511E-07
763,2.976173,101.701886,ANAK CHUAU,3/5/2018,2018,III,0.314,0.087,0.076,0.003,0.568,0.132,0.00349,0.003,0.00231,0.697,0.017,0.00004,7.872E-07
764,2.970669,101.693313,CHUAU,3/5/2018,2018,II,0.411,0.087,0.088,0.004,0.52,0.001,0.00143,0.001,0.00058,0.661,0.032,0.00001,6.383E-07
765,2.892928,101.696742,LIMAU MANIS,3/5/2018,2018,II,0.591,0.065,0.064,0.005,0.653,0.007,0.00384,0.003,0.00251,0.558,0.015,0,1.0213E-06
766,2.895012,101.68419,CHUAU,3/5/2018,2018,II,0.705,0.043,0.04,0.007,0.902,0.024,0.00229,0.002,0.00132,0.766,0.002,0,0.000001234
767,2.87611,101.451639,LANGAT,5/6/2018,2018,III,0.236,0.109,0.131,0.037,0.57,0.016,0.64382,0.614,0.68704,0.708,0.015,0.00001,1.0426E-06
768,2.815335,101.512831,LANGAT,5/6/2018,2018,III,0.229,0.13,0.143,0.037,0.57,0.081,0.01325,0.01,0.00803,0.624,0.042,0.00002,2.128E-07
769,2.813262,101.642225,BATANG LABU,5/6/2018,2018,III,0.458,0.087,0.094,0.042,0.639,0.169,0.00756,0.006,0.00647,0.637,0.047,0.00003,0.000000766
770,2.855499,101.681547,LANGAT,5/6/2018,2018,III,0.351,0.152,0.191,0.027,0.602,0.188,0.00656,0.005,0.00544,0.651,0.037,0.00001,1.489E-07
771,2.892121,101.749958,SEMENYIH,5/6/2018,2018,II,0.487,0.065,0.076,0.033,0.576,0.033,0.00392,0.003,0.00198,0.514,0.054,0.00014,1.4043E-06
772,2.8922,101.764339,BUAN,5/6/2018,2018,III,0.58,0.109,0.112,0.015,0.61,0.172,0.0461,0.036,0.04134,0.79,0.013,0.00011,3.4894E-06
773,2.787198,101.751546,BATANG LABU,5/6/2018,2018,III,0.423,0.087,0.1,0.027,0.571,0.156,0.00508,0.004,0.00301,0.612,0.036,0.00076,2.5532E-06
774,2.7872,101.701531,BATANG LABU,6/6/2018,2018,III,0.389,0.087,0.088,0.035,0.554,0.11,0.00421,0.003,0.00264,0.68,0.035,0.00007,5.319E-07
775,2.777479,101.752031,JIJAN,6/6/2018,2018,II,0.586,0.043,0.052,0.017,0.492,0.04,0.00278,0.002,0.00136,0.658,0.022,0.00004,1.2766E-06
776,2.78164,101.798345,BATANG LABU,6/6/2018,2018,II,0.553,0.065,0.076,0.007,0.536,0.013,0.00266,0.002,0.00124,0.823,0.01,0.00124,0.000002766
777,2.801874,101.791659,BATANG NILAI,6/6/2018,2018,IV,0.819,1,0.872,0.008,0.861,0.228,0.00906,0.007,0.00828,0.983,0.011,0.00038,3.7447E-06
778,2.814387,101.81132,BATANG NILAI,6/6/2018,2018,IV,0.139,0.587,0.605,0.02,0.668,0,0.01823,0.014,0.01602,0.695,0.032,0.00138,0.000003234
779,2.861724,101.81654,PAJAM,6/6/2018,2018,IV,0.443,0.565,0.605,0.042,0.709,0.485,0.01561,0.012,0.01392,0.951,0.02,0.00002,0.000001617
780,2.848104,101.824531,BATANG BENAR,8/6/2018,2018,III,0.474,0.043,0.058,0.002,1,0.269,0.00787,0.006,0.00869,0.531,0.007,0.00002,2.979E-07
781,2.888253,101.829003,BERANANG,8/6/2018,2018,II,0.561,0.087,0.125,0.029,0.669,0.045,0.00414,0.003,0.00251,0.507,0.057,0.0001,0.000000766
782,2.877132,101.839741,PAJAM,8/6/2018,2018,III,0.559,0.065,0.064,0.253,0.612,0.064,0.00424,0.003,0.00239,0.55,0.334,0.00011,0.000001234
783,2.91837,101.86272,RINCHING,8/6/2018,2018,III,0.453,0.13,0.137,0.007,0.553,0.076,0.00343,0.003,0.00185,0.58,0.017,0.00131,1.48936E-05
784,2.946371,101.847649,SEMENYIH,8/6/2018,2018,III,0.374,0.174,0.216,0.096,0.551,0.101,0.00277,0.002,0.00144,0.53,0.068,0.00293,0.000104255
785,2.993079,101.785532,LANGAT,11/6/2018,2018,IV,0.193,0.478,0.526,0.019,0.607,0.285,0.00726,0.005,0.00671,0.608,0.026,0.00586,0.000161702
786,2.994563,101.783654,BATANG LABU,11/6/2018,2018,IV,0.199,0.391,0.477,0.021,0.591,0.27,0.0072,0.005,0.00679,0.63,0.03,0.00124,1.06383E-05
787,3.01511,101.767694,BALAK,11/6/2018,2018,III,0.437,0.283,0.325,0.013,0.657,0.74,0.00974,0.007,0.00922,0.654,0.018,0.00759,2.12766E-05
788,3.06859,101.786005,BATANG LABU,11/6/2018,2018,II,0.652,0.043,0.046,0.093,0.66,0.019,0.00194,0.001,0.00091,0.429,0.085,0.0001,0.000000766
789,3.047051,101.776908,LANGAT,11/6/2018,2018,III,0.29,0.13,0.137,0.061,0.546,0.198,0.00388,0.003,0.00226,0.516,0.062,0.0001,2.2128E-06
790,3.040719,101.77367,LANGAT,11/6/2018,2018,III,0.472,0.087,0.119,0.06,0.59,0.245,0.0043,0.003,0.00264,0.564,0.056,0.00022,1.9149E-06
791,2.964141,101.783797,LANGAT,11/6/2018,2018,IV,0.202,0.326,0.356,0.018,0.644,0.229,0.00707,0.005,0.00675,0.779,0.026,0.00086,1.40426E-05
792,3.067411,101.775484,BATANG LABU,12/6/2018,2018,III,0.363,0.152,0.155,0.01,0.622,0.49,0.00652,0.005,0.00634,0.49,0.008,0.0004,3.1915E-06
793,3.068323,101.771511,SERING,12/6/2018,2018,III,0.272,0.13,0.149,0.019,0.603,0.485,0.0065,0.005,0.00642,0.501,0.007,0.001,4.5106E-06
794,3.097682,101.805301,BATANG LABU,12/6/2018,2018,II,0.657,0.065,0.082,0.053,0.667,0.023,0.00156,0.001,0.00062,0.363,0.023,0.0002,2.1277E-06
795,3.111312,101.816819,LANGAT,12/6/2018,2018,II,0.706,0.043,0.058,0.016,0.657,0.008,0.00129,0.001,0.00041,0.414,0.006,0.00006,1.0638E-06
796,3.167259,101.850525,LANGAT,12/6/2018,2018,II,0.708,0.065,0.094,0.011,0.674,0.01,0.00106,0.001,0.00041,0.396,0.004,0.00007,2.9787E-06
797,3.173894,101.869146,RINCHING,12/6/2018,2018,II,0.702,0.065,0.082,0.01,0.682,0.001,0.00118,0.001,0.00029,0.318,0.004,0.00004,1.3191E-06
798,3.008812,101.868933,SEMENYIH,12/6/2018,2018,II,0.709,0.065,0.088,0.038,0.674,0.023,0.00123,0.001,0.00037,0.558,0.025,0.00006,1.1915E-06
799,2.976173,101.701886,ANAK CHUAU,6/7/2018,2018,III,0.418,0.087,0.094,0.006,0.591,0.085,0.00554,0.004,0.00589,0.628,0.014,0,1.191E-07
800,2.970669,101.693313,CHUAU,6/7/2018,2018,II,0.496,0.065,0.07,0.002,0.608,0.003,0.00168,0.001,0.00091,0.572,0.003,0.00001,1.468E-07
801,2.892928,101.696742,LIMAU MANIS,6/7/2018,2018,II,0.59,0.087,0.106,0.059,0.567,0.027,0.00465,0.003,0.00325,0.493,0.082,0.00002,1.7021E-06
802,2.895012,101.68419,CHUAU,6/7/2018,2018,II,0.744,0.065,0.082,0,0.779,0.017,0.00241,0.002,0.00161,0.634,0.003,0,5.532E-07
803,2.87611,101.451639,LANGAT,2/8/2018,2018,III,0.305,0.109,0.143,0.091,0.479,0.062,0.34653,0.313,0.7941,0.592,0.062,0.00004,2.213E-07
804,2.815335,101.512831,LANGAT,2/8/2018,2018,III,0.18,0.152,0.173,0.034,0.507,0.211,0.00823,0.006,0.01013,0.474,0.062,0.00002,2.383E-07
805,2.813262,101.642225,BATANG LABU,2/8/2018,2018,III,0.5,0.087,0.088,0.057,0.548,0.127,0.00605,0.004,0.00671,0.382,0.081,0.00001,1.702E-07
806,2.855499,101.681547,LANGAT,2/8/2018,2018,III,0.478,0.087,0.112,0.06,0.574,0.113,0.00452,0.003,0.00325,0.354,0.078,0.00001,1.617E-07
807,2.892121,101.749958,SEMENYIH,2/8/2018,2018,III,0.556,0.065,0.088,0.09,0.607,0.04,0.00346,0.003,0.00231,0.249,0.112,0.00004,1.1702E-06
808,2.8922,101.764339,BUAN,2/8/2018,2018,II,0.541,0.043,0.058,0.01,0.601,0.188,0.02823,0.022,0.03047,0.411,0.014,0.00013,7.0213E-06
809,2.7872,101.701531,BATANG LABU,2/8/2018,2018,III,0.441,0.087,0.106,0.018,0.585,0.143,0.00454,0.003,0.00313,0.441,0.027,0.00002,2.638E-07
810,2.777479,101.752031,JIJAN,6/8/2018,2018,II,0.583,0.065,0.058,0.008,0.494,0.069,0.00317,0.002,0.00189,0.595,0.013,0.00001,2.553E-07
811,2.787198,101.751546,BATANG LABU,6/8/2018,2018,III,0.462,0.152,0.149,0.056,0.557,0.334,0.00516,0.004,0.00651,0.596,0.081,0.00003,4.681E-07
812,2.78164,101.798345,BATANG LABU,6/8/2018,2018,II,0.62,0.065,0.082,0.005,0.574,0.007,0.00224,0.002,0.00128,0.695,0.006,0.00002,6.809E-07
813,2.801874,101.791659,BATANG NILAI,6/8/2018,2018,III,0.753,0.239,0.258,0.01,0.843,0.579,0.01069,0.008,0.01606,0.786,0.006,0.00001,4.4681E-06
814,2.814387,101.81132,BATANG NILAI,6/8/2018,2018,III,0.551,0.152,0.173,0.007,0.839,0.108,0.03678,0.029,0.04258,0.636,0.014,0.00362,0.000087234
815,2.861724,101.81654,PAJAM,6/8/2018,2018,III,0.593,0.522,0.556,0.019,0.726,0.443,0.01144,0.009,0.01417,0.907,0.02,0.05517,0.05106383
816,2.848104,101.824531,BATANG BENAR,6/8/2018,2018,III,0.482,0.152,0.143,0.004,0.733,0.612,0.00927,0.007,0.01124,0.599,0.008,0.00021,6.809E-07
817,2.888253,101.829003,BERANANG,6/8/2018,2018,III,0.504,0.087,0.082,0.06,0.634,0.044,0.00424,0.003,0.00317,0.621,0.092,0.00002,2.383E-07
818,2.877132,101.839741,PAJAM,6/8/2018,2018,III,0.523,0.174,0.216,0.472,0.629,0.088,0.00006,0,0.00329,0.518,0.217,0.00001,9.57E-08
819,2.993079,101.785532,LANGAT,7/8/2018,2018,IV,0.224,0.457,0.514,0.021,0.571,0.309,0.00722,0.005,0.00902,0.504,0.036,0.00176,0.001234043
820,2.994563,101.783654,BATANG LABU,7/8/2018,2018,IV,0.178,0.5,0.532,0.03,0.6,0.319,0.00707,0.005,0.00889,0.558,0.038,0.00034,9.7872E-06
821,3.01511,101.767694,BALAK,7/8/2018,2018,III,0.583,0.304,0.343,0.01,0.649,1,0.00893,0.007,0.01112,0.546,0.014,0.00084,2.8085E-06
822,3.06859,101.786005,BATANG LABU,7/8/2018,2018,III,0.665,0.065,0.082,0.162,0.618,0.029,0.00189,0.001,0.00095,0.452,0.12,0.00006,7.234E-07
823,3.047051,101.776908,LANGAT,7/8/2018,2018,III,0.435,0.152,0.198,0.048,0.596,0.213,0.00374,0.003,0.00284,0.473,0.061,0.00009,1.7021E-06
824,3.040719,101.77367,LANGAT,7/8/2018,2018,III,0.517,0.152,0.161,0.051,0.58,0.269,0.00419,0.003,0.00321,0.501,0.058,0.00038,2.5957E-06
825,2.964141,101.783797,LANGAT,7/8/2018,2018,IV,0.229,0.587,0.495,0.016,0.592,0.295,0.00714,0.005,0.00947,0.677,0.029,0.00076,1.68085E-05
826,3.068323,101.771511,SERING,8/8/2018,2018,III,0.384,0.326,0.289,0.004,0.615,0.477,0.00539,0.004,0.01141,0.417,0.014,0.00045,7.6596E-06
827,3.067411,101.775484,BATANG LABU,8/8/2018,2018,III,0.371,0.37,0.404,0.009,0.605,0.565,0.00664,0.005,0.01207,0.421,0.012,0.00036,2.9787E-06
828,3.097682,101.805301,BATANG LABU,8/8/2018,2018,II,0.667,0.043,0.046,0.039,0.646,0.016,0.00135,0.001,0.00321,0.325,0.028,0.00012,1.0638E-06
829,3.111312,101.816819,LANGAT,8/8/2018,2018,II,0.693,0.043,0.046,0.019,0.693,0.01,0.00125,0.001,0.00692,0.325,0.014,0.00013,0.000002766
830,3.167259,101.850525,LANGAT,8/8/2018,2018,II,0.707,0.043,0.04,0.004,0.684,0.005,0.00093,0.001,0.00251,0.362,0.004,0.00002,1.0638E-06
831,3.173894,101.869146,RINCHING,8/8/2018,2018,I,0.691,0.043,0.046,0.003,0.663,0.001,0.00099,0.001,0.00754,0.298,0.005,0.00005,1.0426E-06
832,3.008812,101.868933,SEMENYIH,8/8/2018,2018,II,0.641,0.043,0.04,0.024,0.602,0.026,0.00096,0.001,0.00296,0.431,0.023,0.00004,7.234E-07
833,2.91837,101.86272,RINCHING,8/8/2018,2018,III,0.548,0.109,0.119,0.014,0.569,0.164,0.00354,0.003,0.00889,0.534,0.021,0.00016,9.3617E-06
834,2.946371,101.847649,SEMENYIH,8/8/2018,2018,II,0.62,0.065,0.076,0.028,0.613,0.031,0.00148,0.001,0.00272,0.447,0.025,0.00014,5.319E-07
835,2.976173,101.701886,ANAK CHUAU,5/9/2018,2018,II,0.467,0.109,0.131,0.005,0.649,0.005,0.00208,0.001,0.00111,0.774,0.009,0,2.106E-07
836,2.970669,101.693313,CHUAU,5/9/2018,2018,II,0.483,0.087,0.094,0.003,0.585,0.05,0.00181,0.001,0.00095,0.7,0.01,0,1.617E-07
837,2.892928,101.696742,LIMAU MANIS,5/9/2018,2018,III,0.677,0.065,0.064,0.111,0.629,0.08,0.00475,0.003,0.00334,0.558,0.102,0.00008,5.532E-07
838,2.895012,101.68419,CHUAU,5/9/2018,2018,II,0.693,0.043,0.052,0.006,0.704,0.008,0.00252,0.002,0.00165,0.647,0.003,0,2.766E-07
839,2.87611,101.451639,LANGAT,3/10/2018,2018,III,0.261,0.043,0.058,0.023,0.532,0.068,0.29332,0.261,0.00156,0.645,0.032,0.00002,4.255E-07
840,2.815335,101.512831,LANGAT,3/10/2018,2018,III,0.301,0.065,0.064,0.038,0.601,0.147,0.00707,0.005,0.00634,0.562,0.06,0.00002,5.319E-07
841,2.813262,101.642225,BATANG LABU,3/10/2018,2018,III,0.476,0.109,0.1,0.494,0.574,0.097,0.00492,0.004,0.00317,0.545,0.407,0.00009,2.5957E-06
842,2.7872,101.701531,BATANG LABU,3/10/2018,2018,II,0.499,0.043,0.04,0.033,0.562,0.106,0.00393,0.003,0.00235,0.632,0.059,0.00001,2.043E-07
843,2.777479,101.752031,JIJAN,3/10/2018,2018,III,0.621,0.13,0.119,0.032,0.5,0.06,0.0026,0.002,0.31313,0.651,0.054,0.00005,3.1915E-06
844,2.787198,101.751546,BATANG LABU,3/10/2018,2018,III,0.496,0.065,0.082,0.035,0.533,0.234,0.00477,0.004,0.00366,0.616,0.048,0.00005,1.3191E-06
845,2.855499,101.681547,LANGAT,4/10/2018,2018,III,0.589,0.087,0.064,0.153,0.601,0.046,0.00306,0.002,0.00198,0.495,0.188,0.00009,8.936E-07
846,2.892121,101.749958,SEMENYIH,4/10/2018,2018,II,0.596,0.087,0.07,0.096,0.597,0.03,0.00301,0.002,0.00181,0.368,0.138,0.00004,1.0638E-06
847,2.8922,101.764339,BUAN,4/10/2018,2018,III,0.239,0.087,0.088,0.081,0.576,0.209,0.03262,0.025,0.02924,0.592,0.091,0.00024,0.000002766
848,2.78164,101.798345,BATANG LABU,4/10/2018,2018,III,0.646,0.13,0.082,1,0.6,0.009,0.00427,0.003,0.00284,0.464,1,0.00019,2.6809E-06
849,2.801874,101.791659,BATANG NILAI,4/10/2018,2018,III,0.473,0.087,0.076,0.099,0.592,0.11,0.00307,0.002,0.00194,0.445,0.132,0.00006,1.4894E-06
850,2.814387,101.81132,BATANG NILAI,4/10/2018,2018,II,0.663,0.065,0.076,0.024,0.688,0.04,0.00525,0.004,0.00371,0.381,0.054,0.00021,1.7021E-06
851,2.861724,101.81654,PAJAM,5/10/2018,2018,III,0.632,0.37,0.465,0.015,0.64,0.369,0.01071,0.008,0.01009,0.88,0.021,0.00603,0.093617021
852,2.848104,101.824531,BATANG BENAR,5/10/2018,2018,III,0.585,0.087,0.106,0.015,0.655,0.265,0.00744,0.006,0.00721,0.618,0.02,0.00016,4.9362E-06
853,2.888253,101.829003,BERANANG,5/10/2018,2018,II,0.583,0.065,0.082,0.041,0.652,0.023,0.00394,0.003,0.00259,0.642,0.09,0.00062,2.5957E-06
854,2.877132,101.839741,PAJAM,5/10/2018,2018,II,0.505,0.065,0.076,0.019,0.602,0.064,0.00477,0.003,0.00329,0.689,0.028,0.00004,1.9149E-06
855,2.91837,101.86272,RINCHING,5/10/2018,2018,III,0.476,0.13,0.137,0.016,0.559,0.119,0.00329,0.002,0.00206,0.572,0.032,0.00862,0.000104255
856,2.946371,101.847649,SEMENYIH,5/10/2018,2018,II,0.645,0.065,0.094,0.042,0.576,0.032,0.00199,0.001,0.00103,0.508,0.059,0.00045,3.1064E-06
857,3.068323,101.771511,SERING,8/10/2018,2018,III,0.509,0.152,0.143,0.013,0.684,0.347,0.00532,0.004,0.0056,0.521,0.029,0.00034,4.681E-07
858,3.067411,101.775484,BATANG LABU,8/10/2018,2018,III,0.547,0.13,0.155,0.033,0.617,0.34,0.00608,0.005,0.00622,0.564,0.059,0.00036,3.5319E-06
859,3.097682,101.805301,BATANG LABU,8/10/2018,2018,II,0.752,0.043,0.07,0.032,0.603,0.016,0.00146,0.001,0.00058,0.453,0.021,0.00005,8.511E-07
860,3.111312,101.816819,LANGAT,8/10/2018,2018,II,0.794,0.065,0.064,0.012,0.615,0.012,0.00122,0.001,0.00041,0.33,0.011,0.00006,6.809E-07
861,3.167259,101.850525,LANGAT,8/10/2018,2018,II,0.77,0.152,0.137,0.003,0.65,0.003,0.00091,0.001,0.00021,0.356,0.004,0.00003,2.4255E-06
862,3.173894,101.869146,RINCHING,8/10/2018,2018,II,0.73,0.065,0.07,0.006,0.611,0.005,0.00101,0.001,0.00029,0.376,0.008,0.00022,0.000000766
863,3.008812,101.868933,SEMENYIH,8/10/2018,2018,III,0.686,0.087,0.076,0.431,0.628,0.023,0.001,0.001,0.00033,0.347,0.422,0.00006,1.0426E-06
864,2.993079,101.785532,LANGAT,9/10/2018,2018,III,0.491,0.196,0.185,0.139,0.618,0.08,0.00361,0.003,0.00235,0.346,0.186,0.00033,6.8085E-06
865,2.994563,101.783654,BATANG LABU,9/10/2018,2018,III,0.544,0.326,0.228,0.115,0.61,0.086,0.00345,0.003,0.00218,0.377,0.162,0.00038,8.2979E-06
866,3.01511,101.767694,BALAK,9/10/2018,2018,III,0.462,0.13,0.155,0.014,0.627,0.426,0.00742,0.006,0.00733,0.507,0.032,0.0004,0.000003617
867,3.06859,101.786005,BATANG LABU,9/10/2018,2018,III,0.666,0.109,0.131,0.513,0.625,0.038,0.00162,0.001,0.00062,0.276,0.492,0.0001,2.2553E-06
868,3.047051,101.776908,LANGAT,9/10/2018,2018,III,0.632,0.109,0.112,0.078,0.577,0.064,0.00229,0.002,0.00124,0.352,0.09,0.00019,0.000001617
869,3.040719,101.77367,LANGAT,9/10/2018,2018,III,0.601,0.13,0.112,0.067,0.535,0.064,0.0023,0.002,0.00128,0.364,0.088,0.00021,1.5745E-06
870,2.964141,101.783797,LANGAT,9/10/2018,2018,III,0.507,0.152,0.149,0.065,0.581,0.113,0.00411,0.003,0.0028,0.435,0.119,0.00038,3.1915E-06
871,2.976173,101.701886,ANAK CHUAU,7/11/2018,2018,III,0.265,0.043,0.07,0.006,0.504,0.079,0.00259,0.002,0.00156,0.501,0.023,0.00002,5.532E-07
872,2.970669,101.693313,CHUAU,7/11/2018,2018,II,0.456,0.043,0.04,0.006,0.52,0.084,0.0016,0.001,0.0007,0.558,0.017,0,8.5E-09
873,2.892928,101.696742,LIMAU MANIS,7/11/2018,2018,II,0.559,0.087,0.076,0.016,0.57,0.058,0.00453,0.003,0.00325,0.47,0.033,0,7.234E-07
874,2.895012,101.68419,CHUAU,7/11/2018,2018,II,0.612,0.065,0.07,0.002,0.699,0,0.00232,0.002,0.00128,0.608,0.002,0,4.383E-07
875,2.813262,101.642225,BATANG LABU,5/12/2018,2018,III,0.388,0.109,0.106,0.177,0.475,0.017,0.00259,0.002,0.00144,0.422,0.333,0.00009,1.7021E-06
876,2.855499,101.681547,LANGAT,5/12/2018,2018,III,0.468,0.087,0.082,0.187,0.486,0.045,0.0026,0.002,0.00148,0.442,0.302,0.00013,3.4043E-06
877,2.892121,101.749958,SEMENYIH,5/12/2018,2018,III,0.54,0.087,0.088,0.126,0.469,0.014,0.00249,0.002,0.00132,0.473,0.215,0.00047,7.4468E-06
878,2.8922,101.764339,BUAN,5/12/2018,2018,II,0.499,0.065,0.094,0.048,0.496,0.038,0.01026,0.008,0.01256,0.622,0.063,0.00021,5.1064E-06
879,2.7872,101.701531,BATANG LABU,5/12/2018,2018,III,0.461,0.043,0.058,0.057,0.405,0.037,0.00227,0.002,0.00124,0.479,0.128,0.00014,0.000002
880,2.777479,101.752031,JIJAN,5/12/2018,2018,II,0.586,0.087,0.1,0.058,0.396,0.012,0.00233,0.002,0.00128,0.522,0.095,0.00006,1.7021E-06
881,2.787198,101.751546,BATANG LABU,5/12/2018,2018,II,0.536,0.109,0.088,0.07,0.491,0.021,0.00148,0.001,0.00177,0.537,0.095,0.00064,3.8085E-06
882,2.815335,101.512831,LANGAT,6/12/2018,2018,III,0.323,0.13,0.112,0.095,0.225,0.047,0.00465,0.003,0.00313,0.422,0.12,0.00001,3.404E-07
883,2.78164,101.798345,BATANG LABU,6/12/2018,2018,II,0.608,0.065,0.082,0.012,0.506,0.008,0.00269,0.002,0.00156,0.484,0.041,0.0001,1.34043E-05
884,2.801874,101.791659,BATANG NILAI,6/12/2018,2018,II,0.634,0.109,0.1,0.01,0.611,0.137,0.00549,0.004,0.00675,0.558,0.016,0.00004,1.702E-07
885,2.814387,101.81132,BATANG NILAI,6/12/2018,2018,III,0.574,0.13,0.106,0.026,0.661,0.06,0.01199,0.009,0.01445,0.483,0.04,0.00097,3.5319E-06
886,2.861724,101.81654,PAJAM,6/12/2018,2018,III,0.546,0.152,0.125,0.017,0.581,0.289,0.01291,0.01,0.01507,0.784,0.031,0.00007,2.596E-07
887,2.848104,101.824531,BATANG BENAR,6/12/2018,2018,III,0.554,0.13,0.137,0.02,0.819,0.134,0.00587,0.004,0.00758,0.524,0.029,0.00009,9.7872E-06
888,2.888253,101.829003,BERANANG,6/12/2018,2018,II,0.569,0.109,0.112,0.071,0.531,0.026,0.00268,0.002,0.00161,0.516,0.104,0.00004,1.4894E-06
889,2.877132,101.839741,PAJAM,6/12/2018,2018,III,0.486,0.109,0.106,0.076,0.529,0.047,0.00341,0.003,0.00218,0.522,0.09,0.00007,2.3404E-06
