ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TEMP,TUR,E-coli,Coliform
890,2.993079,101.785532,LANGAT,7/12/2018,2018,III,0.516,0.261,0.313,0.041,0.565,0.075,0.00296,0.002,0.00169,0.357,0.089,0.00029,6.8085E-06
891,2.994563,101.783654,BATANG LABU,7/12/2018,2018,III,0.493,0.217,0.264,0.075,0.55,0.08,0.00291,0.002,0.00169,0.361,0.068,0.00028,7.0213E-06
892,2.964141,101.783797,LANGAT,7/12/2018,2018,III,0.461,0.217,0.234,0.094,0.549,0.081,0.00322,0.002,0.00189,0.441,0.093,0.0001,0.000003617
893,3.008812,101.868933,SEMENYIH,7/12/2018,2018,III,0.646,0.087,0.088,0.271,0.572,0.008,0.0009,0.001,0.00008,0.505,0.322,0.00006,1.1064E-06
894,2.91837,101.86272,RINCHING,7/12/2018,2018,III,0.641,0.196,0.143,0.792,0.521,0.04,0.00121,0.001,0.00049,0.314,0.958,0.00025,3.5319E-06
895,2.946371,101.847649,SEMENYIH,7/12/2018,2018,III,0.618,0.109,0.125,0.71,0.597,0.025,0.00156,0.001,0.00062,0.335,0.732,0.00024,3.7447E-06
896,3.01511,101.767694,BALAK,10/12/2018,2018,III,0.355,0.239,0.185,0.014,0.596,0.345,0.00872,0.007,0.0112,0.585,0.024,0.00166,1.14894E-05
897,3.06859,101.786005,BATANG LABU,10/12/2018,2018,II,0.686,0.109,0.112,0.035,0.56,0.025,0.00153,0.001,0.00049,0.395,0.044,0.00014,2.2128E-06
898,3.047051,101.776908,LANGAT,10/12/2018,2018,II,0.642,0.109,0.119,0.035,0.578,0.024,0.00185,0.001,0.00078,0.394,0.042,0.0003,4.3404E-06
899,3.040719,101.77367,LANGAT,10/12/2018,2018,II,0.63,0.13,0.131,0.091,0.535,0.016,0.0018,0.001,0.00078,0.407,0.035,0.00031,1.9149E-06
900,2.87611,101.451639,LANGAT,10/12/2018,2018,III,0.332,0.087,0.07,0.02,0.326,0.042,0.00499,0.004,0.0035,0.475,0.042,0.00001,2.936E-07
901,3.068323,101.771511,SERING,11/12/2018,2018,III,0.557,0.196,0.167,0.021,0.593,0.22,0.00511,0.004,0.00362,0.442,0.048,0,5.319E-07
902,3.067411,101.775484,BATANG LABU,11/12/2018,2018,III,0.54,0.174,0.161,0.021,0.595,0.219,0.0051,0.004,0.00354,0.458,0.038,0.00331,1.74468E-05
903,3.097682,101.805301,BATANG LABU,11/12/2018,2018,II,0.671,0.043,0.058,0.028,0.593,0.003,0.00142,0.001,0.00037,0.39,0.032,0.0001,3.0638E-06
904,3.111312,101.816819,LANGAT,11/12/2018,2018,II,0.681,0.043,0.052,0.018,0.599,0.006,0.00134,0.001,0.00033,0.379,0.024,0.00009,4.2553E-06
905,3.167259,101.850525,LANGAT,11/12/2018,2018,II,0.689,0.043,0.07,0.01,0.625,0.01,0.00101,0.001,0.00016,0.377,0.014,0.00003,8.936E-07
906,3.173894,101.869146,RINCHING,11/12/2018,2018,II,0.674,0.065,0.052,0.013,0.587,0.01,0.00105,0.001,0.00016,0.329,0.02,0.00006,6.809E-07
